PaymentID,OrderID,Method,PaymentStatus,Amount
1773,1773,Debit Card,Paid,58977
1774,1774,Credit Card,Paid,52356
1775,1775,Debit Card,Paid,37258
1776,1776,UPI,Paid,39656
1777,1777,Credit Card,Paid,31957
1778,1778,Credit Card,Paid,4400
1779,1779,Credit Card,Paid,52276
1780,1780,UPI,Paid,42382
1781,1781,COD,Paid,26358
1782,1782,Net Banking,Paid,58307
1783,1783,UPI,Paid,28983
1784,1784,Debit Card,Paid,84862
1785,1785,UPI,Paid,112276
1786,1786,Net Banking,Paid,38951
1787,1787,COD,Paid,81679
1788,1788,Credit Card,Paid,44564
1789,1789,Credit Card,Paid,58535
1790,1790,COD,Paid,38849
1791,1791,Debit Card,Paid,33196
1792,1792,COD,Paid,3270
1793,1793,UPI,Paid,79393
1794,1794,Credit Card,Paid,14886
1795,1795,UPI,Paid,43910
1796,1796,UPI,Paid,46235
1797,1797,Debit Card,Paid,15267
1798,1798,Credit Card,Paid,88990
1799,1799,Net Banking,Paid,51578
1800,1800,COD,Paid,80226
1801,1801,COD,Paid,52274
1802,1802,Net Banking,Paid,69180
1803,1803,COD,Paid,62116
1804,1804,Debit Card,Paid,41173
1805,1805,UPI,Paid,56205
1806,1806,COD,Paid,33664
1807,1807,Net Banking,Paid,2585
1808,1808,UPI,Paid,24293
1809,1809,COD,Paid,57698
1810,1810,Net Banking,Paid,12538
1811,1811,Net Banking,Paid,39345
1812,1812,Net Banking,Paid,81420
1813,1813,Net Banking,Paid,16887
1814,1814,Net Banking,Paid,59972
1815,1815,Credit Card,Paid,37789
1816,1816,Debit Card,Paid,44761
1817,1817,Net Banking,Paid,60006
1818,1818,COD,Paid,35309
1819,1819,Debit Card,Paid,78842
1820,1820,UPI,Paid,14954
1821,1821,Credit Card,Paid,62550
1822,1822,Credit Card,Paid,65871
1823,1823,Net Banking,Paid,11043
1824,1824,UPI,Paid,32873
1825,1825,Net Banking,Paid,9988
1826,1826,Net Banking,Paid,52948
1827,1827,UPI,Paid,16258
1828,1828,UPI,Paid,73542
1829,1829,Net Banking,Paid,36713
1830,1830,COD,Paid,6925
1831,1831,Net Banking,Paid,60392
1832,1832,UPI,Paid,49372
1833,1833,Debit Card,Paid,40780
1834,1834,Net Banking,Paid,77164
1835,1835,Net Banking,Paid,30136
1836,1836,Credit Card,Paid,53292
1837,1837,Credit Card,Paid,43833
1838,1838,Debit Card,Paid,27342
1839,1839,UPI,Paid,77831
1840,1840,COD,Paid,18817
1841,1841,Net Banking,Paid,32261
1842,1842,UPI,Paid,48368
1843,1843,UPI,Paid,44534
1844,1844,COD,Paid,65381
1845,1845,Net Banking,Paid,39855
1846,1846,Credit Card,Paid,20664
1847,1847,COD,Paid,30734
1848,1848,Net Banking,Paid,32541
1849,1849,Debit Card,Paid,92098
1850,1850,COD,Paid,13356
1851,1851,COD,Paid,15562
1852,1852,Debit Card,Paid,2634
1853,1853,Net Banking,Paid,15407
1854,1854,Net Banking,Paid,71266
1855,1855,Net Banking,Paid,13493
1856,1856,UPI,Paid,39728
1857,1857,COD,Paid,13079
1858,1858,Debit Card,Paid,70350
1859,1859,COD,Paid,27842
1860,1860,COD,Paid,33478
1861,1861,COD,Paid,83712
1862,1862,UPI,Paid,88868
1863,1863,Credit Card,Paid,25160
1864,1864,Credit Card,Paid,37214
1865,1865,Debit Card,Paid,27478
1866,1866,COD,Paid,53560
1867,1867,COD,Paid,49949
1868,1868,COD,Paid,4338
1869,1869,Debit Card,Paid,48602
1870,1870,UPI,Paid,68921
1871,1871,Credit Card,Paid,46524
1872,1872,Net Banking,Paid,55638
1873,1873,Debit Card,Paid,57600
1874,1874,Debit Card,Paid,29975
1875,1875,Debit Card,Paid,68454
1876,1876,UPI,Paid,38606
1877,1877,COD,Paid,68124
1878,1878,UPI,Paid,49176
1879,1879,Credit Card,Paid,22006
1880,1880,Credit Card,Paid,41574
1881,1881,UPI,Paid,49273
1882,1882,Debit Card,Paid,63708
1883,1883,UPI,Paid,12864
1884,1884,Net Banking,Paid,14578
1885,1885,Net Banking,Paid,41618
1886,1886,Debit Card,Paid,12700
1887,1887,UPI,Paid,15949
1888,1888,COD,Paid,16285
1889,1889,Net Banking,Paid,78140
1890,1890,Credit Card,Paid,34206
1891,1891,UPI,Paid,31410
1892,1892,UPI,Paid,55532
1893,1893,COD,Paid,27324
1894,1894,Credit Card,Paid,52479
1895,1895,Credit Card,Paid,90560
1896,1896,Net Banking,Paid,45498
1897,1897,Credit Card,Paid,40020
1898,1898,Debit Card,Paid,20732
1899,1899,UPI,Paid,69484
1900,1900,Debit Card,Paid,21994
1901,1901,Debit Card,Paid,24274
1902,1902,Net Banking,Paid,6394
1903,1903,COD,Paid,15109
1904,1904,UPI,Paid,49222
1905,1905,Net Banking,Paid,38405
1906,1906,COD,Paid,36664
1907,1907,UPI,Paid,44122
1908,1908,Debit Card,Paid,20043
1909,1909,UPI,Paid,45066
1910,1910,Net Banking,Paid,69780
1911,1911,Debit Card,Paid,47833
1912,1912,Net Banking,Paid,14602
1913,1913,Debit Card,Paid,75425
1914,1914,Debit Card,Paid,74832
1915,1915,COD,Paid,44045
1916,1916,Net Banking,Paid,2823
1917,1917,Net Banking,Paid,55781
1918,1918,UPI,Paid,66097
1919,1919,UPI,Paid,39780
1920,1920,Credit Card,Paid,52552
1921,1921,Net Banking,Paid,33820
1922,1922,UPI,Paid,62432
1923,1923,Credit Card,Paid,49470
1924,1924,Debit Card,Paid,14850
1925,1925,Debit Card,Paid,9213
1926,1926,Net Banking,Paid,73540
1927,1927,Credit Card,Paid,17347
1928,1928,Credit Card,Paid,112950
1929,1929,Net Banking,Paid,16203
1930,1930,Net Banking,Paid,15270
1931,1931,Debit Card,Paid,32834
1932,1932,Credit Card,Paid,50327
1933,1933,COD,Paid,63227
1934,1934,COD,Paid,24110
1935,1935,Credit Card,Paid,85760
1936,1936,Net Banking,Paid,53487
1937,1937,Net Banking,Paid,4683
1938,1938,Net Banking,Paid,16773
1939,1939,UPI,Paid,48722
1940,1940,UPI,Paid,79278
1941,1941,COD,Paid,68424
1942,1942,COD,Paid,73646
1943,1943,Net Banking,Paid,81646
1944,1944,Net Banking,Paid,18411
1945,1945,COD,Paid,71852
1946,1946,UPI,Paid,79721
1947,1947,Net Banking,Paid,31780
1948,1948,Debit Card,Paid,21064
1949,1949,Credit Card,Paid,73153
1950,1950,Debit Card,Paid,47625
1951,1951,COD,Paid,34987
1952,1952,Net Banking,Paid,77489
1953,1953,Debit Card,Paid,4788
1954,1954,Debit Card,Paid,79433
1955,1955,Debit Card,Paid,90998
1956,1956,COD,Paid,24077
1957,1957,Debit Card,Paid,2699
1958,1958,COD,Paid,28372
1959,1959,Debit Card,Paid,57235
1960,1960,COD,Paid,90621
1961,1961,Debit Card,Paid,62040
1962,1962,COD,Paid,16134
1963,1963,Debit Card,Paid,39790
1964,1964,COD,Paid,39580
1965,1965,UPI,Paid,25886
1966,1966,UPI,Paid,43242
1967,1967,COD,Paid,27171
1968,1968,Debit Card,Paid,63240
1969,1969,Debit Card,Paid,40124
1970,1970,Net Banking,Paid,53946
1971,1971,Credit Card,Paid,71444
1972,1972,Debit Card,Paid,37528
1973,1973,Credit Card,Paid,64444
1974,1974,COD,Paid,16416
1975,1975,Net Banking,Paid,51138
1976,1976,Credit Card,Paid,12489
1977,1977,UPI,Paid,59314
1978,1978,Credit Card,Paid,44970
1979,1979,Credit Card,Paid,46805
1980,1980,Credit Card,Paid,27614
1981,1981,Net Banking,Paid,6359
1982,1982,UPI,Paid,43264
1983,1983,Credit Card,Paid,67262
1984,1984,Net Banking,Paid,18190
1985,1985,Net Banking,Paid,57936
1986,1986,UPI,Paid,12040
1987,1987,Debit Card,Paid,48859
1988,1988,UPI,Paid,26545
1989,1989,Net Banking,Paid,5890
1990,1990,UPI,Paid,48246
1991,1991,UPI,Paid,29424
1992,1992,Credit Card,Paid,60882
1993,1993,Credit Card,Paid,22828
1994,1994,Credit Card,Paid,78652
1995,1995,Debit Card,Paid,8201
1996,1996,COD,Paid,66929
1997,1997,Net Banking,Paid,48676
1998,1998,Debit Card,Paid,18788
1999,1999,Debit Card,Paid,2277
2000,2000,Credit Card,Paid,8155
2001,2001,UPI,Paid,19987
2002,2002,Net Banking,Paid,18792
2003,2003,COD,Paid,42854
2004,2004,COD,Paid,10126
2005,2005,Net Banking,Paid,29914
2006,2006,Net Banking,Paid,27339
2007,2007,UPI,Paid,14284
2008,2008,Net Banking,Paid,41227
2009,2009,Debit Card,Paid,27332
2010,2010,Credit Card,Paid,5331
2011,2011,Credit Card,Paid,62016
2012,2012,COD,Paid,12725
2013,2013,Net Banking,Paid,62552
2014,2014,Credit Card,Paid,60510
2015,2015,COD,Paid,18017
2016,2016,Credit Card,Paid,29218
2017,2017,COD,Paid,26121
2018,2018,COD,Paid,79883
2019,2019,Net Banking,Paid,38858
2020,2020,Credit Card,Paid,45287
2021,2021,Net Banking,Paid,48460
2022,2022,COD,Paid,882
2023,2023,COD,Paid,26547
2024,2024,COD,Paid,57934
2025,2025,UPI,Paid,48944
2026,2026,Debit Card,Paid,22957
2027,2027,Debit Card,Paid,61240
2028,2028,Debit Card,Paid,43680
2029,2029,Debit Card,Paid,49933
2030,2030,UPI,Paid,23576
2031,2031,UPI,Paid,25954
2032,2032,UPI,Paid,47694
2033,2033,UPI,Paid,35772
2034,2034,Credit Card,Paid,11612
2035,2035,COD,Paid,67447
2036,2036,Credit Card,Paid,27566
2037,2037,Net Banking,Paid,10670
2038,2038,COD,Paid,10148
2039,2039,Credit Card,Paid,9665
2040,2040,UPI,Paid,3449
2041,2041,Credit Card,Paid,72805
2042,2042,Debit Card,Paid,5669
2043,2043,Debit Card,Paid,58722
2044,2044,Net Banking,Paid,82782
2045,2045,COD,Paid,26119
2046,2046,Credit Card,Paid,12948
2047,2047,Debit Card,Paid,30259
2048,2048,UPI,Paid,83284
2049,2049,Credit Card,Paid,56796
2050,2050,UPI,Paid,21312
2051,2051,UPI,Paid,51203
2052,2052,UPI,Paid,36098
2053,2053,COD,Paid,6202
2054,2054,UPI,Paid,110617
2055,2055,UPI,Paid,55954
2056,2056,UPI,Paid,11123
2057,2057,Credit Card,Paid,73502
2058,2058,Credit Card,Paid,85513
2059,2059,Credit Card,Paid,45639
2060,2060,Net Banking,Paid,49109
2061,2061,Net Banking,Paid,11946
2062,2062,COD,Paid,24798
2063,2063,Debit Card,Paid,56074
2064,2064,Debit Card,Paid,32006
2065,2065,Credit Card,Paid,57132
2066,2066,Net Banking,Paid,67116
2067,2067,Credit Card,Paid,25136
2068,2068,Credit Card,Paid,33658
2069,2069,COD,Paid,77444
2070,2070,UPI,Paid,30438
2071,2071,Debit Card,Paid,27899
2072,2072,UPI,Paid,70951
2073,2073,Debit Card,Paid,6088
2074,2074,Credit Card,Paid,48584
2075,2075,Debit Card,Paid,48858
2076,2076,COD,Paid,33696
2077,2077,Net Banking,Paid,18890
2078,2078,UPI,Paid,45066
2079,2079,Net Banking,Paid,22651
2080,2080,Net Banking,Paid,71752
2081,2081,COD,Paid,31628
2082,2082,COD,Paid,77858
2083,2083,COD,Paid,12994
2084,2084,UPI,Paid,40058
2085,2085,Debit Card,Paid,48012
2086,2086,Net Banking,Paid,24681
2087,2087,Debit Card,Paid,32056
2088,2088,Net Banking,Paid,59218
2089,2089,COD,Paid,30497
2090,2090,Net Banking,Paid,14293
2091,2091,Credit Card,Paid,58539
2092,2092,Credit Card,Paid,34004
2093,2093,COD,Paid,95518
2094,2094,Credit Card,Paid,33186
2095,2095,UPI,Paid,67674
2096,2096,UPI,Paid,35656
2097,2097,COD,Paid,77834
2098,2098,Debit Card,Paid,23904
2099,2099,Debit Card,Paid,71042
2100,2100,Credit Card,Paid,15880
2101,2101,COD,Paid,6496
2102,2102,UPI,Paid,85690
2103,2103,COD,Paid,24772
2104,2104,Credit Card,Paid,37435
2105,2105,Credit Card,Paid,15358
2106,2106,Debit Card,Paid,16190
2107,2107,UPI,Paid,31658
2108,2108,COD,Paid,58000
2109,2109,Debit Card,Paid,81184
2110,2110,Credit Card,Paid,74280
2111,2111,Debit Card,Paid,63707
2112,2112,Debit Card,Paid,8418
2113,2113,Debit Card,Paid,34841
2114,2114,COD,Paid,3611
2115,2115,Net Banking,Paid,38316
2116,2116,COD,Paid,21040
2117,2117,Debit Card,Paid,53936
2118,2118,COD,Paid,33862
2119,2119,UPI,Paid,31932
2120,2120,Net Banking,Paid,54659
2121,2121,Net Banking,Paid,28635
2122,2122,Net Banking,Paid,16740
2123,2123,Net Banking,Paid,33618
2124,2124,COD,Paid,43796
2125,2125,Credit Card,Paid,74508
2126,2126,COD,Paid,10832
2127,2127,Debit Card,Paid,68228
2128,2128,Net Banking,Paid,17825
2129,2129,COD,Paid,65474
2130,2130,Credit Card,Paid,25538
2131,2131,Debit Card,Paid,51566
2132,2132,COD,Paid,38662
2133,2133,UPI,Paid,85058
2134,2134,Net Banking,Paid,36894
2135,2135,COD,Paid,38711
2136,2136,Debit Card,Paid,47290
2137,2137,Debit Card,Paid,34815
2138,2138,Debit Card,Paid,86588
2139,2139,Credit Card,Paid,47961
2140,2140,Credit Card,Paid,47091
2141,2141,Debit Card,Paid,37295
2142,2142,Credit Card,Paid,82355
2143,2143,COD,Paid,11463
2144,2144,UPI,Paid,16091
2145,2145,Credit Card,Paid,67912
2146,2146,Credit Card,Paid,18692
2147,2147,Credit Card,Paid,20640
2148,2148,Debit Card,Paid,2358
2149,2149,COD,Paid,56674
2150,2150,COD,Paid,38158
2151,2151,Net Banking,Paid,15560
2152,2152,Credit Card,Paid,5692
2153,2153,Credit Card,Paid,23660
2154,2154,Net Banking,Paid,98602
2155,2155,Net Banking,Paid,15724
2156,2156,Credit Card,Paid,21563
2157,2157,Net Banking,Paid,31565
2158,2158,COD,Paid,31812
2159,2159,Credit Card,Paid,24560
2160,2160,Credit Card,Paid,16090
2161,2161,COD,Paid,15877
2162,2162,Net Banking,Paid,48340
2163,2163,COD,Paid,65514
2164,2164,UPI,Paid,90532
2165,2165,Credit Card,Paid,33372
2166,2166,Credit Card,Paid,6000
2167,2167,Credit Card,Paid,19014
2168,2168,Debit Card,Paid,68514
2169,2169,COD,Paid,32692
2170,2170,Credit Card,Paid,56020
2171,2171,Debit Card,Paid,18608
2172,2172,Net Banking,Paid,53546
2173,2173,UPI,Paid,26774
2174,2174,Credit Card,Paid,50066
2175,2175,Debit Card,Paid,46200
2176,2176,COD,Paid,43900
2177,2177,COD,Paid,35310
2178,2178,UPI,Paid,66461
2179,2179,UPI,Paid,19866
2180,2180,Credit Card,Paid,1942
2181,2181,Credit Card,Paid,67248
2182,2182,Debit Card,Paid,27758
2183,2183,Credit Card,Paid,16521
2184,2184,COD,Paid,63802
2185,2185,Debit Card,Paid,15131
2186,2186,Credit Card,Paid,42916
2187,2187,Debit Card,Paid,26730
2188,2188,Credit Card,Paid,96450
2189,2189,Net Banking,Paid,23282
2190,2190,Debit Card,Paid,63764
2191,2191,COD,Paid,21476
2192,2192,Net Banking,Paid,23070
2193,2193,Credit Card,Paid,46706
2194,2194,Debit Card,Paid,48677
2195,2195,Net Banking,Paid,44363
2196,2196,Debit Card,Paid,43803
2197,2197,UPI,Paid,76712
2198,2198,UPI,Paid,47266
2199,2199,Debit Card,Paid,55226
2200,2200,Debit Card,Paid,44398
2201,2201,Credit Card,Paid,63527
2202,2202,COD,Paid,19016
2203,2203,Debit Card,Paid,32950
2204,2204,COD,Paid,25363
2205,2205,Debit Card,Paid,47849
2206,2206,Net Banking,Paid,48279
2207,2207,Credit Card,Paid,25582
2208,2208,UPI,Paid,23644
2209,2209,Net Banking,Paid,58582
2210,2210,UPI,Paid,11047
2211,2211,Net Banking,Paid,38329
2212,2212,Net Banking,Paid,62742
2213,2213,UPI,Paid,78397
2214,2214,COD,Paid,45135
2215,2215,UPI,Paid,22851
2216,2216,Debit Card,Paid,62123
2217,2217,Credit Card,Paid,23303
2218,2218,Credit Card,Paid,14656
2219,2219,Credit Card,Paid,80859
2220,2220,UPI,Paid,115790
2221,2221,Debit Card,Paid,7847
2222,2222,Credit Card,Paid,57729
2223,2223,Net Banking,Paid,17827
2224,2224,Debit Card,Paid,10194
2225,2225,UPI,Paid,16156
2226,2226,Debit Card,Paid,15848
2227,2227,COD,Paid,22503
2228,2228,COD,Paid,69348
2229,2229,Credit Card,Paid,59525
2230,2230,Net Banking,Paid,3406
2231,2231,Debit Card,Paid,81762
2232,2232,COD,Paid,52833
2233,2233,Debit Card,Paid,5248
2234,2234,Debit Card,Paid,81977
2235,2235,Net Banking,Paid,27985
2236,2236,Credit Card,Paid,15103
2237,2237,COD,Paid,42706
2238,2238,Debit Card,Paid,45128
2239,2239,Net Banking,Paid,20150
2240,2240,Net Banking,Paid,24894
2241,2241,COD,Paid,5910
2242,2242,COD,Paid,36262
2243,2243,Credit Card,Paid,58951
2244,2244,Net Banking,Paid,23926
2245,2245,Net Banking,Paid,28114
2246,2246,Net Banking,Paid,48552
2247,2247,Debit Card,Paid,34642
2248,2248,COD,Paid,61022
2249,2249,Net Banking,Paid,62095
2250,2250,UPI,Paid,18134
2251,2251,Debit Card,Paid,26592
2252,2252,UPI,Paid,46225
2253,2253,Debit Card,Paid,61357
2254,2254,Net Banking,Paid,37722
2255,2255,COD,Paid,24339
2256,2256,UPI,Paid,61637
2257,2257,Net Banking,Paid,30748
2258,2258,UPI,Paid,9342
2259,2259,UPI,Paid,31322
2260,2260,Net Banking,Paid,17500
2261,2261,Debit Card,Paid,31926
2262,2262,COD,Paid,52334
2263,2263,UPI,Paid,49243
2264,2264,Net Banking,Paid,70180
2265,2265,COD,Paid,26382
2266,2266,Net Banking,Paid,18329
2267,2267,Credit Card,Paid,54892
2268,2268,COD,Paid,19479
2269,2269,Credit Card,Paid,20608
2270,2270,Debit Card,Paid,38276
2271,2271,Credit Card,Paid,34154
2272,2272,Debit Card,Paid,43562
2273,2273,Debit Card,Paid,71677
2274,2274,COD,Paid,44694
2275,2275,Net Banking,Paid,9958
2276,2276,Debit Card,Paid,84135
2277,2277,Net Banking,Paid,4256
2278,2278,Credit Card,Paid,48370
2279,2279,Debit Card,Paid,38610
2280,2280,Net Banking,Paid,78539
2281,2281,Credit Card,Paid,39905
2282,2282,Credit Card,Paid,14147
2283,2283,Credit Card,Paid,50362
2284,2284,Debit Card,Paid,10485
2285,2285,Debit Card,Paid,35529
2286,2286,Net Banking,Paid,34445
2287,2287,Debit Card,Paid,41492
2288,2288,UPI,Paid,8884
2289,2289,UPI,Paid,24428
2290,2290,UPI,Paid,71110
2291,2291,COD,Paid,14030
2292,2292,UPI,Paid,6040
2293,2293,Net Banking,Paid,2004
2294,2294,Debit Card,Paid,17838
2295,2295,Net Banking,Paid,45805
2296,2296,Net Banking,Paid,13936
2297,2297,Credit Card,Paid,88496
2298,2298,Credit Card,Paid,11423
2299,2299,COD,Paid,53881
2300,2300,COD,Paid,16172
2301,2301,COD,Paid,54422
2302,2302,Credit Card,Paid,47483
2303,2303,UPI,Paid,17865
2304,2304,Debit Card,Paid,20334
2305,2305,Net Banking,Paid,32104
2306,2306,Credit Card,Paid,82243
2307,2307,Credit Card,Paid,12396
2308,2308,COD,Paid,52239
2309,2309,Credit Card,Paid,21678
2310,2310,UPI,Paid,29763
2311,2311,Credit Card,Paid,35430
2312,2312,Debit Card,Paid,58832
2313,2313,UPI,Paid,44764
2314,2314,UPI,Paid,38146
2315,2315,UPI,Paid,2933
2316,2316,Credit Card,Paid,63609
2317,2317,Credit Card,Paid,55190
2318,2318,Credit Card,Paid,23470
2319,2319,UPI,Paid,11616
2320,2320,UPI,Paid,12358
2321,2321,Net Banking,Paid,25545
2322,2322,Credit Card,Paid,46807
2323,2323,Credit Card,Paid,36625
2324,2324,Debit Card,Paid,1796
2325,2325,COD,Paid,36346
2326,2326,Credit Card,Paid,38749
2327,2327,COD,Paid,54544
2328,2328,COD,Paid,23169
2329,2329,COD,Paid,8034
2330,2330,Net Banking,Paid,20859
2331,2331,Net Banking,Paid,48156
2332,2332,Debit Card,Paid,49485
2333,2333,Net Banking,Paid,99204
2334,2334,Debit Card,Paid,81110
2335,2335,Debit Card,Paid,31373
2336,2336,COD,Paid,49256
2337,2337,COD,Paid,28006
2338,2338,Net Banking,Paid,44488
2339,2339,COD,Paid,9450
2340,2340,COD,Paid,7173
2341,2341,Debit Card,Paid,78888
2342,2342,COD,Paid,65402
2343,2343,Credit Card,Paid,74846
2344,2344,Net Banking,Paid,32704
2345,2345,Debit Card,Paid,7323
2346,2346,Net Banking,Paid,23883
2347,2347,UPI,Paid,60092
2348,2348,COD,Paid,5986
2349,2349,Credit Card,Paid,48297
2350,2350,Debit Card,Paid,26114
2351,2351,UPI,Paid,22438
2352,2352,Credit Card,Paid,1130
2353,2353,COD,Paid,58913
2354,2354,Credit Card,Paid,91076
2355,2355,Net Banking,Paid,38846
2356,2356,Credit Card,Paid,59710
2357,2357,Net Banking,Paid,19566
2358,2358,Credit Card,Paid,3174
2359,2359,UPI,Paid,64278
2360,2360,UPI,Paid,1326
2361,2361,COD,Paid,31284
2362,2362,Net Banking,Paid,66454
2363,2363,Debit Card,Paid,69981
2364,2364,COD,Paid,61478
2365,2365,Net Banking,Paid,38282
2366,2366,COD,Paid,7228
2367,2367,Credit Card,Paid,37345
2368,2368,Credit Card,Paid,18009
2369,2369,Credit Card,Paid,9277
2370,2370,COD,Paid,13922
2371,2371,Net Banking,Paid,37625
2372,2372,Net Banking,Paid,4384
2373,2373,Credit Card,Paid,18069
2374,2374,Debit Card,Paid,73103
2375,2375,Net Banking,Paid,18114
2376,2376,UPI,Paid,24613
2377,2377,Debit Card,Paid,18004
2378,2378,Debit Card,Paid,43163
2379,2379,UPI,Paid,67238
2380,2380,Net Banking,Paid,64484
2381,2381,UPI,Paid,70797
2382,2382,COD,Paid,14993
2383,2383,Debit Card,Paid,52568
2384,2384,Debit Card,Paid,60007
2385,2385,UPI,Paid,13965
2386,2386,Debit Card,Paid,40680
2387,2387,Credit Card,Paid,24709
2388,2388,Debit Card,Paid,22460
2389,2389,Net Banking,Paid,49096
2390,2390,Credit Card,Paid,10984
2391,2391,Net Banking,Paid,11244
2392,2392,Credit Card,Paid,83783
2393,2393,Net Banking,Paid,16345
2394,2394,UPI,Paid,59992
2395,2395,Net Banking,Paid,27029
2396,2396,Credit Card,Paid,115491
2397,2397,UPI,Paid,8494
2398,2398,Credit Card,Paid,65232
2399,2399,UPI,Paid,29774
2400,2400,Credit Card,Paid,59438
2401,2401,Debit Card,Paid,38036
2402,2402,Debit Card,Paid,20489
2403,2403,UPI,Paid,18578
2404,2404,Net Banking,Paid,94232
2405,2405,UPI,Paid,28849
2406,2406,Debit Card,Paid,79038
2407,2407,UPI,Paid,44504
2408,2408,Net Banking,Paid,27529
2409,2409,COD,Paid,17308
2410,2410,Credit Card,Paid,93652
2411,2411,Debit Card,Paid,31302
2412,2412,Credit Card,Paid,10854
2413,2413,COD,Paid,52161
2414,2414,Debit Card,Paid,33938
2415,2415,Debit Card,Paid,63117
2416,2416,UPI,Paid,57058
2417,2417,UPI,Paid,9268
2418,2418,Net Banking,Paid,9170
2419,2419,Credit Card,Paid,62373
2420,2420,COD,Paid,29405
2421,2421,COD,Paid,36342
2422,2422,COD,Paid,2586
2423,2423,Credit Card,Paid,17914
2424,2424,UPI,Paid,31780
2425,2425,Debit Card,Paid,55166
2426,2426,COD,Paid,40496
2427,2427,Debit Card,Paid,45954
2428,2428,COD,Paid,58852
2429,2429,Debit Card,Paid,873
2430,2430,Net Banking,Paid,15540
2431,2431,Net Banking,Paid,48489
2432,2432,Debit Card,Paid,28317
2433,2433,Debit Card,Paid,34915
2434,2434,Credit Card,Paid,62888
2435,2435,Net Banking,Paid,56254
2436,2436,COD,Paid,17964
2437,2437,Credit Card,Paid,28392
2438,2438,COD,Paid,74424
2439,2439,COD,Paid,27105
2440,2440,Credit Card,Paid,34014
2441,2441,Net Banking,Paid,22956
2442,2442,Net Banking,Paid,23837
2443,2443,Credit Card,Paid,66242
2444,2444,Credit Card,Paid,48314
2445,2445,UPI,Paid,19716
2446,2446,UPI,Paid,30580
2447,2447,UPI,Paid,46960
2448,2448,Debit Card,Paid,53151
2449,2449,Credit Card,Paid,29009
2450,2450,UPI,Paid,34644
2451,2451,Debit Card,Paid,53091
2452,2452,COD,Paid,34807
2453,2453,UPI,Paid,45538
2454,2454,Credit Card,Paid,64610
2455,2455,UPI,Paid,81230
2456,2456,Debit Card,Paid,28124
2457,2457,UPI,Paid,51259
2458,2458,COD,Paid,37913
2459,2459,Credit Card,Paid,71361
2460,2460,Net Banking,Paid,15816
2461,2461,Net Banking,Paid,49185
2462,2462,Debit Card,Paid,73092
2463,2463,Credit Card,Paid,65224
2464,2464,Net Banking,Paid,21351
2465,2465,UPI,Paid,42840
2466,2466,Debit Card,Paid,35950
2467,2467,Credit Card,Paid,9929
2468,2468,Credit Card,Paid,29777
2469,2469,UPI,Paid,22140
2470,2470,Credit Card,Paid,76822
2471,2471,UPI,Paid,55913
2472,2472,Net Banking,Paid,16809
2473,2473,UPI,Paid,18112
2474,2474,COD,Paid,52865
2475,2475,Credit Card,Paid,43222
2476,2476,COD,Paid,21146
2477,2477,COD,Paid,3916
2478,2478,UPI,Paid,26817
2479,2479,Debit Card,Paid,9938
2480,2480,COD,Paid,52684
2481,2481,UPI,Paid,6351
2482,2482,Credit Card,Paid,20191
2483,2483,COD,Paid,44860
2484,2484,Debit Card,Paid,23066
2485,2485,Net Banking,Paid,67916
2486,2486,COD,Paid,63923
2487,2487,Net Banking,Paid,24244
2488,2488,UPI,Paid,49698
2489,2489,COD,Paid,71248
2490,2490,Net Banking,Paid,43343
2491,2491,UPI,Paid,10556
2492,2492,COD,Paid,84573
2493,2493,COD,Paid,48111
2494,2494,Credit Card,Paid,46756
2495,2495,UPI,Paid,67945
2496,2496,UPI,Paid,18548
2497,2497,Debit Card,Paid,11257
2498,2498,Net Banking,Paid,56538
2499,2499,Credit Card,Paid,44337
2500,2500,UPI,Paid,39040
2501,2501,Credit Card,Paid,38630
2502,2502,COD,Paid,1286
2503,2503,UPI,Paid,92216
2504,2504,Credit Card,Paid,24851
2505,2505,Debit Card,Paid,17060
2506,2506,Credit Card,Paid,2186
2507,2507,Net Banking,Paid,12335
2508,2508,Debit Card,Paid,4416
2509,2509,Net Banking,Paid,16940
2510,2510,UPI,Paid,31126
2511,2511,Net Banking,Paid,36872
2512,2512,COD,Paid,64586
2513,2513,Net Banking,Paid,7182
2514,2514,Credit Card,Paid,13570
2515,2515,Debit Card,Paid,78770
2516,2516,COD,Paid,35282
2517,2517,UPI,Paid,44418
2518,2518,UPI,Paid,64787
2519,2519,UPI,Paid,19452
2520,2520,Credit Card,Paid,39863
2521,2521,Net Banking,Paid,63047
2522,2522,Debit Card,Paid,20917
2523,2523,Net Banking,Paid,42016
2524,2524,Credit Card,Paid,41983
2525,2525,COD,Paid,24276
2526,2526,COD,Paid,12472
2527,2527,Credit Card,Paid,77279
2528,2528,Debit Card,Paid,2478
2529,2529,Credit Card,Paid,26655
2530,2530,COD,Paid,35374
2531,2531,Net Banking,Paid,6566
2532,2532,Net Banking,Paid,31927
2533,2533,COD,Paid,38620
2534,2534,UPI,Paid,44486
2535,2535,Net Banking,Paid,18658
2536,2536,Net Banking,Paid,72424
2537,2537,COD,Paid,27604
2538,2538,UPI,Paid,4467
2539,2539,COD,Paid,52369
2540,2540,UPI,Paid,28230
2541,2541,UPI,Paid,22964
2542,2542,UPI,Paid,16349
2543,2543,COD,Paid,24743
2544,2544,UPI,Paid,55249
2545,2545,Credit Card,Paid,4992
2546,2546,Credit Card,Paid,36510
2547,2547,UPI,Paid,7096
