CartID,CustomerID,ProductID,Quantity,AddedDate
891,2148,731,1,2025-05-17
892,795,911,1,2025-09-17
893,2275,662,3,2026-07-04
894,95,972,3,2025-12-20
895,2640,906,3,2026-04-24
896,2646,185,2,2026-03-26
897,2944,633,2,2025-03-22
898,2038,867,3,2026-03-20
899,2954,95,1,2026-01-31
900,2367,687,1,2026-04-25
901,2937,797,3,2025-07-16
902,332,709,1,2025-09-10
903,2521,224,3,2026-03-12
904,559,835,3,2025-02-12
905,1007,313,3,2025-01-11
906,782,113,2,2025-12-26
907,2412,460,3,2025-04-03
908,2624,724,1,2025-12-28
909,2234,116,1,2026-06-03
910,1715,91,3,2026-02-28
911,1833,661,1,2026-01-10
912,322,136,2,2026-02-03
913,1705,161,2,2026-04-21
914,661,160,2,2026-02-21
915,1553,55,1,2025-03-29
916,2088,885,2,2025-10-23
917,2464,601,2,2025-09-24
918,700,960,2,2026-03-21
919,2201,301,3,2025-06-22
920,676,299,1,2025-12-07
921,1914,535,2,2025-09-28
922,2062,951,2,2026-06-23
923,1847,456,1,2025-07-01
924,921,128,2,2025-04-12
925,1478,477,1,2026-06-03
926,1271,834,1,2026-05-02
927,1599,619,2,2025-10-16
928,1904,964,2,2025-08-01
929,1356,695,3,2025-01-02
930,1900,169,3,2025-12-16
931,1172,621,1,2025-11-25
932,966,72,1,2025-05-08
933,2849,430,3,2025-07-01
934,989,568,1,2026-04-25
935,1150,744,2,2025-02-28
936,2059,115,3,2025-02-17
937,729,910,3,2025-02-15
938,496,525,3,2026-01-10
939,1086,432,3,2025-08-11
940,2093,449,1,2025-11-10
941,2488,469,1,2026-02-03
942,576,276,3,2025-11-25
943,2456,393,1,2025-02-16
944,2798,133,3,2025-02-03
945,2457,705,1,2025-11-27
946,1872,455,2,2025-11-05
947,2628,217,2,2025-01-30
948,1723,484,3,2025-12-19
949,575,429,3,2025-09-15
950,1525,548,3,2025-12-25
951,1262,397,1,2025-05-02
952,570,22,2,2025-08-28
953,2567,774,1,2026-02-19
954,2616,213,2,2025-11-20
955,2392,782,2,2026-06-02
956,2794,738,2,2025-04-19
957,1830,536,2,2025-06-28
958,233,168,1,2026-03-26
959,2212,836,3,2025-11-10
960,406,836,3,2026-03-13
961,487,966,2,2025-07-22
962,2719,988,2,2025-09-27
963,2805,778,2,2025-08-07
964,1946,153,2,2025-04-22
965,901,747,1,2025-10-17
966,524,606,3,2026-04-08
967,808,967,3,2025-08-03
968,68,183,3,2025-02-14
969,995,24,2,2026-04-15
970,1359,966,1,2026-02-28
971,983,202,2,2025-09-02
972,1749,117,3,2025-03-14
973,138,750,3,2025-10-26
974,818,795,3,2025-02-17
975,693,286,1,2025-11-27
976,1273,441,3,2026-03-04
977,2415,427,1,2025-10-18
978,2147,589,2,2025-03-01
979,1989,134,1,2025-03-10
980,2840,378,3,2025-03-15
981,2525,509,3,2025-03-17
982,1632,282,2,2026-02-09
983,1159,249,2,2025-01-28
984,2451,380,1,2025-10-23
985,2281,734,1,2025-10-26
986,2441,208,1,2026-06-09
987,1801,185,2,2025-10-31
988,2319,862,3,2025-07-28
989,38,86,1,2025-07-30
990,1897,592,1,2026-06-21
991,2659,627,3,2025-10-07
992,1223,600,3,2025-05-19
993,1867,969,2,2026-05-04
994,2235,63,2,2025-12-18
995,203,536,2,2026-07-01
996,2982,747,1,2025-12-10
997,1295,169,2,2025-02-13
998,564,269,2,2025-06-11
999,1102,269,1,2025-11-26
1000,2564,208,2,2026-01-22
1001,2411,163,3,2025-12-11
1002,838,660,2,2025-08-05
1003,1956,472,1,2026-05-21
1004,1149,226,3,2026-01-26
1005,1668,114,3,2025-05-03
1006,1541,223,2,2026-03-30
1007,686,140,1,2026-04-12
1008,628,180,3,2026-01-11
1009,2751,778,3,2026-06-20
1010,2102,566,2,2026-02-11
1011,2642,780,3,2026-02-15
1012,1543,833,1,2025-08-07
1013,1544,217,2,2025-01-18
1014,464,603,1,2025-08-24
1015,1799,258,1,2026-05-26
1016,650,451,1,2025-03-08
1017,825,912,3,2026-07-05
1018,741,60,1,2025-04-27
1019,1494,345,2,2025-06-13
1020,1821,602,2,2025-04-26
1021,1206,915,1,2025-03-30
1022,1935,933,1,2025-03-25
1023,1830,422,3,2025-10-25
1024,1150,560,3,2026-03-24
1025,2989,789,2,2025-07-27
1026,2343,342,3,2025-05-19
1027,2387,573,1,2025-06-17
1028,2618,819,1,2026-06-19
1029,29,633,3,2025-03-03
1030,628,747,1,2025-05-05
1031,337,23,1,2026-01-20
1032,451,417,2,2025-06-17
1033,1101,159,1,2025-07-11
1034,1884,874,2,2026-02-24
1035,2539,512,2,2025-01-17
1036,1889,18,1,2025-07-31
1037,651,38,1,2025-04-19
1038,1882,729,2,2026-06-20
1039,2630,82,1,2025-06-16
1040,2416,235,1,2026-05-27
1041,2587,959,3,2025-02-25
1042,1031,82,1,2025-07-20
1043,1240,705,1,2025-10-30
1044,2793,88,2,2025-07-26
1045,2863,700,1,2025-11-13
1046,257,69,2,2025-03-28
1047,2995,815,3,2026-04-27
1048,202,870,3,2025-05-02
1049,2010,932,3,2026-06-16
1050,2943,462,3,2026-03-23
1051,11,454,2,2026-01-03
1052,10,427,2,2026-05-09
1053,2997,913,1,2025-06-14
1054,2044,673,2,2026-05-08
1055,1825,219,2,2025-04-27
1056,2416,193,2,2026-05-08
1057,2268,685,3,2026-05-30
1058,2457,341,2,2025-02-13
1059,2292,43,3,2025-11-19
1060,2750,488,3,2026-03-28
1061,1409,290,1,2026-01-26
1062,23,374,1,2025-01-17
1063,739,660,1,2025-11-15
1064,1771,570,3,2025-07-25
1065,301,375,3,2025-12-01
1066,1963,554,3,2026-01-09
1067,1667,453,2,2025-12-19
1068,665,394,3,2025-11-28
1069,163,533,3,2025-04-09
1070,1826,205,2,2026-05-05
1071,1505,68,3,2025-10-22
1072,2578,802,3,2026-01-08
1073,545,208,2,2026-01-19
1074,1769,371,2,2025-10-08
1075,2710,830,3,2026-02-12
1076,922,266,2,2026-05-09
1077,742,269,1,2025-04-05
1078,1588,781,3,2026-01-23
1079,1951,816,3,2026-04-11
1080,2310,91,1,2026-04-29
1081,2199,348,1,2026-03-16
1082,1143,917,3,2025-10-09
1083,1263,820,2,2026-07-02
1084,2648,878,3,2025-02-10
1085,1828,217,3,2025-01-18
1086,2419,781,3,2025-05-20
1087,1134,74,2,2026-01-17
1088,274,12,3,2026-05-06
1089,1278,930,2,2025-05-15
1090,2279,109,2,2026-01-04
1091,267,373,3,2026-01-07
1092,418,71,3,2025-07-01
1093,386,827,3,2025-07-14
1094,2574,209,2,2026-05-24
1095,263,24,2,2025-03-01
1096,604,617,3,2025-11-26
1097,336,868,1,2026-03-25
1098,776,527,2,2026-03-15
1099,1054,530,2,2026-01-25
1100,350,213,1,2025-01-28
1101,2917,992,1,2026-02-02
1102,2959,89,3,2025-01-10
1103,2041,310,2,2025-09-03
1104,2047,199,3,2026-03-28
1105,1413,1,1,2025-06-20
1106,1504,318,3,2025-08-04
1107,691,652,2,2026-03-20
1108,2497,630,2,2026-01-31
1109,1401,280,2,2025-05-14
1110,2256,353,3,2026-05-18
1111,1704,533,3,2025-07-02
1112,2198,857,2,2026-05-08
1113,2106,749,1,2025-10-21
1114,1733,904,1,2026-05-21
1115,543,357,2,2025-08-01
1116,424,468,1,2025-12-12
1117,2771,290,3,2025-08-27
1118,270,542,3,2025-11-24
1119,768,535,3,2025-10-17
1120,1535,410,1,2026-05-18
1121,795,865,2,2025-01-04
1122,63,507,1,2026-02-11
1123,2415,932,1,2025-09-25
1124,1377,364,1,2026-02-16
1125,1855,547,3,2026-04-08
1126,831,199,3,2026-03-07
1127,2875,724,2,2025-11-16
1128,2899,198,2,2025-06-11
1129,213,614,1,2026-06-10
1130,636,607,1,2026-01-28
1131,1321,494,2,2026-05-16
1132,2689,25,1,2025-12-03
1133,765,450,1,2026-04-08
1134,2050,301,2,2025-04-21
1135,1904,626,3,2026-03-02
1136,2149,882,1,2025-03-30
1137,1695,307,1,2025-08-08
1138,102,392,3,2025-06-07
1139,1674,292,1,2026-04-06
1140,2845,999,2,2025-03-04
1141,1185,741,1,2025-11-29
1142,1833,866,2,2026-02-01
1143,1161,67,1,2026-02-26
1144,932,344,2,2026-01-30
1145,710,110,2,2025-07-13
1146,1948,738,1,2025-04-30
1147,2902,312,1,2025-10-19
1148,1261,343,2,2025-05-25
1149,555,674,2,2025-04-22
1150,2085,956,1,2026-02-06
1151,2469,802,1,2025-01-20
1152,264,599,1,2025-01-02
1153,1173,908,3,2025-03-22
1154,1592,253,2,2026-03-29
1155,1666,196,3,2025-02-21
1156,2063,917,1,2026-04-06
1157,602,427,2,2025-07-08
1158,1641,135,1,2025-02-04
1159,2094,757,3,2025-12-30
1160,1697,668,1,2025-08-16
1161,2660,140,1,2025-01-03
1162,573,72,3,2026-02-16
1163,769,679,1,2026-03-11
1164,1544,783,1,2025-02-03
1165,98,579,2,2025-08-25
1166,2448,580,1,2026-04-11
1167,940,840,2,2025-07-14
1168,1341,114,3,2025-08-21
1169,1031,161,3,2025-03-25
1170,1806,982,3,2025-04-28
1171,1518,907,1,2025-05-02
1172,920,928,2,2026-03-24
1173,1880,539,1,2026-06-17
1174,2834,402,3,2025-02-11
1175,850,586,1,2025-02-04
1176,1357,631,3,2026-03-23
1177,76,155,1,2026-01-14
1178,215,709,3,2025-11-02
1179,74,523,3,2025-09-23
1180,1216,741,3,2025-11-14
1181,1979,754,2,2025-04-11
1182,2169,539,1,2025-06-22
1183,2468,851,1,2025-02-06
1184,746,106,3,2025-08-31
1185,37,859,2,2026-06-18
1186,1394,292,1,2025-10-19
1187,2228,431,2,2025-02-15
1188,2635,733,3,2025-02-08
1189,120,887,2,2026-06-05
1190,2191,908,2,2026-04-02
1191,2629,386,2,2026-04-03
1192,65,394,2,2025-05-27
1193,1152,260,2,2026-02-17
1194,1602,231,2,2026-06-04
1195,279,45,1,2026-01-07
1196,1284,207,1,2025-09-06
1197,466,873,3,2026-04-11
1198,2949,821,1,2025-01-29
1199,1228,292,3,2025-08-11
1200,2850,109,3,2026-02-23
1201,1508,448,3,2026-04-25
1202,2689,681,3,2026-04-28
1203,916,401,3,2026-06-19
1204,2593,472,3,2025-07-02
1205,2450,550,2,2026-06-13
1206,1071,489,1,2026-03-12
1207,485,564,3,2025-01-21
1208,2531,669,2,2025-04-19
1209,639,649,1,2025-03-24
1210,1835,944,1,2025-05-30
1211,2604,64,2,2025-05-28
1212,5,422,1,2026-05-28
1213,268,393,1,2025-12-20
1214,232,703,3,2025-11-02
1215,2424,981,1,2026-06-27
1216,1903,385,2,2026-03-14
1217,2303,932,3,2025-04-24
1218,904,656,3,2025-03-16
1219,207,428,3,2026-03-28
1220,406,421,1,2025-12-06
1221,457,945,2,2026-06-20
1222,1818,681,3,2026-04-09
1223,1542,313,2,2026-04-13
1224,2542,92,1,2026-03-23
1225,2955,545,1,2026-02-26
1226,1177,892,1,2025-04-09
1227,152,559,1,2025-12-17
1228,1417,923,3,2025-06-27
1229,2617,213,2,2025-03-20
1230,2434,761,3,2026-07-05
1231,2985,38,2,2026-03-25
1232,972,252,1,2025-03-14
1233,1946,227,1,2025-01-30
1234,264,987,3,2025-04-19
1235,2158,822,2,2025-12-31
1236,1756,57,3,2025-11-23
1237,1375,161,1,2025-02-05
1238,1618,355,1,2025-04-09
1239,1382,736,2,2026-02-13
1240,1543,303,1,2026-06-04
1241,2788,282,1,2025-05-30
1242,1826,607,1,2026-05-03
1243,199,19,3,2025-06-27
1244,150,745,2,2026-02-04
1245,1298,127,1,2026-02-21
1246,251,526,3,2025-07-30
1247,2510,652,2,2026-06-09
1248,2268,842,2,2026-03-31
1249,1570,49,2,2025-01-19
1250,2453,573,2,2026-06-12
1251,232,841,3,2025-11-09
1252,1915,275,1,2026-06-10
1253,1878,449,3,2026-01-28
1254,2318,469,1,2025-07-16
1255,2971,163,2,2025-05-28
1256,2765,46,3,2025-10-05
1257,52,69,3,2026-03-02
1258,310,824,2,2025-10-03
1259,525,346,1,2026-04-28
1260,2225,492,1,2025-07-01
1261,1341,436,2,2025-06-02
1262,1998,873,2,2025-02-06
1263,2175,117,2,2025-04-14
1264,2715,111,3,2026-06-13
1265,2438,402,2,2025-08-28
1266,2129,102,3,2025-06-23
1267,1534,744,3,2025-05-09
1268,145,906,2,2025-03-01
1269,2874,51,2,2026-04-07
1270,1915,232,3,2025-05-05
1271,515,783,3,2026-06-24
1272,705,217,1,2025-05-11
1273,2546,465,2,2025-01-04
1274,1155,523,3,2025-04-11
1275,2381,37,1,2026-06-08
1276,956,750,1,2025-12-09
1277,1050,453,2,2025-11-16
1278,173,199,3,2025-04-14
1279,614,670,1,2025-04-15
1280,294,385,2,2026-04-06
1281,2338,814,1,2025-07-24
1282,2463,801,1,2025-03-29
1283,2552,628,2,2025-05-05
1284,2706,800,3,2025-03-25
1285,1539,414,3,2025-05-25
1286,1923,164,2,2026-04-07
1287,1106,899,1,2026-03-14
1288,2185,252,2,2025-10-02
1289,2247,457,2,2026-02-13
1290,1672,595,1,2025-01-06
1291,1775,233,3,2025-07-24
1292,2558,834,3,2025-09-04
1293,746,968,3,2025-09-13
1294,2370,72,2,2026-02-04
1295,2026,990,1,2025-03-02
1296,1652,252,1,2025-02-24
1297,1025,979,1,2025-11-18
1298,186,430,1,2025-02-09
1299,1138,312,3,2025-05-27
1300,453,819,3,2025-01-31
1301,2136,807,1,2026-02-28
1302,314,65,3,2026-01-05
1303,4,864,3,2025-10-27
1304,2512,267,1,2025-02-18
1305,2032,626,2,2026-06-02
1306,1969,74,3,2025-05-08
1307,1808,400,1,2026-05-07
1308,2604,121,2,2026-04-23
1309,858,886,2,2025-12-23
1310,1125,613,3,2025-01-06
1311,2215,231,3,2026-03-13
1312,395,114,3,2025-11-29
1313,109,603,2,2025-10-01
1314,563,407,1,2025-12-16
1315,1688,76,3,2025-03-07
1316,29,840,1,2025-03-31
1317,2614,170,1,2025-02-19
1318,1621,214,1,2026-02-13
1319,183,854,3,2025-07-29
1320,1545,692,3,2026-06-19
1321,1420,267,2,2025-12-18
1322,1399,331,1,2025-07-20
1323,1545,297,1,2025-07-01
1324,861,344,1,2025-04-04
1325,1621,815,2,2025-06-13
1326,2504,969,2,2025-11-12
1327,2822,76,3,2025-02-02
1328,2823,952,2,2025-10-15
1329,2005,159,1,2025-05-24
1330,667,101,3,2025-03-07
1331,2388,923,2,2026-02-10
1332,1351,893,2,2025-09-19
1333,1419,223,2,2025-05-14
1334,1102,88,3,2025-02-03
1335,1426,845,3,2026-01-29
1336,547,860,3,2025-02-10
1337,729,944,3,2025-04-27
1338,2434,905,2,2025-10-22
1339,2119,409,2,2025-12-11
1340,555,496,3,2025-11-04
1341,1925,966,1,2026-02-26
1342,1085,419,3,2025-10-03
1343,1878,575,2,2025-12-26
1344,2596,752,2,2026-05-04
1345,2069,654,1,2026-03-08
1346,86,1,2,2025-01-12
1347,1465,745,2,2025-07-12
1348,996,529,3,2025-02-13
1349,2601,816,1,2025-02-04
1350,221,113,1,2025-04-02
1351,2221,459,2,2026-07-03
1352,2607,91,2,2025-09-25
1353,2236,515,3,2025-10-26
1354,2046,696,2,2025-10-29
1355,1828,577,1,2025-07-07
1356,327,875,1,2025-07-23
1357,485,180,2,2025-03-13
1358,1252,350,2,2026-05-07
1359,1448,72,1,2025-01-27
1360,2878,210,2,2025-07-24
1361,316,698,1,2025-08-18
1362,1627,856,3,2025-01-23
1363,2230,422,1,2025-03-20
1364,2287,552,2,2025-05-03
1365,307,820,1,2026-03-17
1366,518,927,2,2026-05-29
1367,2102,760,2,2025-04-08
1368,192,108,2,2025-01-26
1369,2919,247,1,2026-05-21
1370,1918,781,3,2025-06-19
1371,2729,901,1,2025-09-11
1372,2347,734,2,2025-11-07
1373,443,697,1,2025-04-16
1374,2388,273,2,2025-04-13
1375,2097,688,3,2025-09-14
1376,587,837,3,2025-06-04
1377,1305,206,3,2025-09-30
1378,800,127,2,2025-05-20
1379,2379,223,3,2025-02-24
1380,2120,888,3,2025-12-19
1381,564,294,1,2025-06-09
1382,29,285,2,2026-06-09
1383,652,774,3,2025-11-23
1384,1974,423,1,2025-10-18
1385,1553,362,3,2026-02-08
1386,1197,456,1,2025-12-02
1387,1065,581,2,2026-01-18
1388,2968,739,3,2026-05-03
1389,951,413,3,2025-01-14
1390,2640,426,1,2025-12-04
1391,774,104,1,2025-04-14
1392,2914,551,2,2026-06-19
1393,301,668,3,2026-03-23
1394,2176,729,2,2025-07-28
1395,1777,249,2,2026-02-12
1396,2275,455,1,2025-07-31
1397,1185,583,2,2026-05-09
1398,2390,370,3,2025-05-08
1399,1331,673,2,2025-06-05
1400,51,553,1,2026-06-06
1401,1957,251,2,2025-11-13
1402,2760,701,3,2026-07-04
1403,122,349,2,2025-08-08
1404,76,670,2,2025-07-19
1405,1774,70,1,2025-03-07
1406,907,160,3,2026-06-16
1407,86,174,2,2025-06-30
1408,510,135,2,2025-03-22
1409,126,32,2,2025-12-05
1410,926,486,3,2026-06-26
1411,946,745,2,2025-06-15
1412,784,836,1,2025-12-01
1413,702,623,1,2025-08-30
1414,1550,202,1,2026-06-25
1415,823,401,2,2026-05-12
1416,1251,412,1,2025-12-03
1417,1252,106,1,2025-12-15
1418,1052,681,2,2025-01-26
1419,2457,552,2,2025-11-07
1420,1462,831,3,2025-10-04
1421,1580,721,1,2025-08-29
1422,670,158,2,2026-01-03
1423,1296,360,1,2025-10-12
1424,2630,842,3,2026-04-07
1425,1540,221,1,2025-12-19
1426,1268,452,3,2025-11-05
1427,726,878,3,2026-05-27
1428,763,171,2,2026-03-01
1429,1912,501,2,2025-11-11
1430,2575,24,1,2025-05-16
1431,1805,194,1,2025-09-16
1432,2216,886,3,2025-05-22
1433,557,581,2,2026-03-25
1434,1782,72,1,2025-03-24
1435,1226,961,3,2025-03-08
1436,2604,739,2,2026-02-25
1437,911,448,1,2025-10-20
1438,2895,821,2,2026-05-21
1439,2897,153,1,2025-04-09
1440,1405,93,3,2025-11-06
1441,688,380,1,2025-02-23
1442,1413,317,3,2025-06-28
1443,391,303,2,2026-03-11
1444,2822,537,1,2025-03-11
1445,1227,34,2,2025-05-25
1446,636,729,1,2025-04-07
1447,2890,59,2,2025-05-25
1448,2478,405,3,2025-03-15
1449,1527,435,2,2025-07-02
1450,1023,459,3,2025-07-07
1451,1798,435,3,2025-07-24
1452,2720,52,1,2026-03-27
1453,1134,764,2,2025-02-01
1454,2320,836,3,2026-05-16
1455,2421,257,3,2025-10-16
1456,507,119,1,2025-08-28
1457,482,237,2,2026-03-14
1458,526,352,2,2025-03-07
1459,1752,819,2,2025-05-28
1460,653,970,3,2026-05-28
1461,2639,927,1,2025-06-21
1462,1747,170,2,2025-02-08
1463,185,326,3,2026-04-22
1464,2655,346,1,2026-03-16
1465,1301,497,1,2026-04-12
1466,2057,533,3,2025-04-12
1467,1845,853,2,2025-03-11
1468,897,488,1,2025-08-27
1469,852,63,1,2025-06-20
1470,1615,651,1,2025-09-26
1471,1874,384,3,2025-11-03
1472,1934,829,3,2026-04-09
1473,1247,134,3,2025-10-13
1474,24,619,3,2025-02-20
1475,2541,684,1,2026-03-03
1476,2135,200,3,2025-08-21
1477,2087,861,2,2026-04-18
1478,1920,808,2,2026-01-13
1479,427,195,1,2025-04-10
1480,789,666,2,2026-02-21
1481,129,298,2,2025-04-28
1482,1617,419,2,2026-05-11
1483,479,927,3,2026-03-04
1484,1785,342,1,2026-04-18
1485,2634,634,1,2025-09-25
1486,546,857,1,2025-03-23
1487,244,162,2,2026-02-01
1488,1648,510,1,2025-10-27
1489,66,514,3,2026-03-21
1490,1909,776,2,2025-12-22
1491,322,273,2,2026-01-10
1492,676,815,3,2025-05-02
1493,2962,442,2,2025-03-01
1494,2837,134,2,2026-07-03
1495,2053,317,3,2026-03-25
1496,1730,396,3,2026-04-30
1497,159,991,3,2025-05-22
1498,948,950,3,2025-06-28
1499,1062,76,1,2025-11-23
1500,1435,807,2,2025-04-28
1501,96,217,1,2026-06-11
1502,282,819,3,2025-05-15
1503,759,229,2,2026-05-11
1504,2731,114,2,2025-12-21
1505,2818,407,2,2026-02-10
1506,656,427,2,2025-06-01
1507,2013,618,1,2026-02-09
1508,1216,902,2,2025-04-05
1509,953,858,2,2025-06-25
1510,2173,939,1,2025-01-02
1511,2747,231,1,2025-06-25
1512,1836,699,1,2026-01-06
1513,1009,802,3,2025-06-05
1514,1808,237,3,2025-05-25
1515,1025,55,3,2025-12-01
1516,2771,237,2,2025-10-22
1517,986,88,1,2025-02-20
1518,163,251,1,2025-02-27
1519,2485,316,2,2025-01-08
1520,1331,707,1,2025-04-27
1521,1888,907,2,2026-01-24
1522,2058,64,3,2025-12-07
1523,1217,865,1,2025-09-05
1524,2390,288,3,2026-01-09
1525,1328,543,1,2025-06-28
1526,2165,989,1,2026-04-22
1527,2470,123,3,2026-05-23
1528,429,517,1,2025-01-25
1529,448,581,2,2025-08-30
1530,429,913,2,2025-08-01
1531,1597,333,2,2025-06-08
1532,1004,68,1,2026-04-29
1533,784,703,3,2025-04-29
1534,1251,896,3,2026-04-20
1535,2443,11,3,2026-03-09
1536,2167,311,1,2025-02-17
1537,2333,915,3,2025-04-03
1538,2609,397,2,2026-04-27
1539,2137,60,1,2026-06-10
1540,262,376,1,2025-03-17
1541,1274,962,3,2026-04-26
1542,2081,677,3,2026-06-11
1543,794,449,2,2026-01-04
1544,2863,848,2,2025-07-12
1545,2701,129,1,2025-01-25
1546,2761,111,1,2026-01-16
1547,1858,547,3,2026-05-25
1548,1370,849,1,2025-06-28
1549,2369,947,1,2025-12-29
1550,2836,879,2,2025-05-01
1551,2163,494,3,2025-10-24
1552,66,117,3,2025-08-18
1553,920,885,3,2026-03-04
1554,146,748,2,2025-02-14
1555,146,312,2,2025-11-12
1556,1444,188,3,2026-04-18
1557,992,259,1,2025-08-26
1558,1413,130,2,2026-04-19
1559,455,771,1,2025-04-04
1560,2267,153,1,2026-06-29
1561,950,359,2,2025-01-27
1562,2796,510,3,2025-12-01
1563,2420,126,3,2025-08-01
1564,1233,124,3,2025-01-08
1565,1530,545,2,2025-01-23
1566,1441,469,1,2025-01-25
1567,1825,160,1,2026-06-22
1568,236,757,2,2025-07-08
1569,193,72,2,2025-08-01
1570,2006,438,3,2025-12-12
1571,134,329,3,2025-01-12
1572,433,991,2,2025-09-23
1573,422,10,3,2026-01-12
1574,2507,182,2,2026-01-10
1575,652,699,1,2025-04-23
1576,797,657,2,2026-04-16
1577,1921,327,1,2025-08-05
1578,271,453,1,2026-02-17
1579,581,711,3,2026-01-28
1580,2985,814,1,2025-10-28
1581,464,395,2,2025-03-24
1582,647,408,2,2025-06-17
1583,1424,527,1,2026-05-17
1584,838,292,2,2026-01-01
1585,2236,989,2,2025-04-27
1586,534,380,2,2025-03-06
1587,1766,632,3,2025-05-25
1588,2424,602,3,2026-05-28
1589,105,30,2,2025-05-27
1590,222,153,2,2025-01-25
1591,2011,385,2,2026-04-19
1592,532,671,3,2026-01-05
1593,2207,134,2,2025-03-01
1594,1506,674,3,2025-07-27
1595,2287,941,1,2026-03-01
1596,309,10,1,2026-02-28
1597,319,759,1,2025-02-01
1598,1128,908,3,2025-11-03
1599,1948,586,3,2026-01-20
1600,1589,189,1,2025-07-10
1601,1125,106,2,2026-01-02
1602,1715,101,3,2025-01-10
1603,2064,92,1,2025-03-15
1604,2000,988,3,2025-05-25
1605,1677,140,1,2026-01-22
1606,2661,640,1,2025-12-31
1607,1779,798,2,2025-06-12
1608,661,715,3,2026-05-22
1609,681,863,1,2025-03-30
1610,1839,989,1,2025-01-22
1611,706,908,2,2025-12-21
1612,2302,457,3,2025-04-27
1613,1699,414,2,2025-02-09
1614,2857,916,2,2026-01-09
1615,2686,211,2,2025-12-27
1616,177,243,2,2026-02-16
1617,2000,504,3,2025-12-26
1618,2187,513,1,2025-11-13
1619,1347,272,1,2025-03-18
1620,1398,130,2,2026-03-04
1621,830,898,3,2025-09-12
1622,1177,467,3,2025-08-11
1623,431,422,3,2026-05-21
1624,461,876,3,2025-05-13
1625,1307,34,3,2026-04-13
1626,60,85,1,2026-05-15
1627,2521,709,1,2025-03-23
1628,2348,628,1,2025-04-30
1629,586,721,1,2025-06-08
1630,1776,865,2,2025-01-24
1631,64,454,2,2025-09-16
1632,2076,242,3,2025-01-06
1633,1949,283,3,2025-05-17
1634,2559,34,1,2025-05-06
1635,2720,873,2,2025-11-15
1636,2115,391,1,2026-06-03
1637,1154,555,2,2025-09-01
1638,1367,163,1,2026-01-20
1639,2376,242,3,2025-09-12
1640,20,914,1,2025-05-27
1641,1679,579,1,2025-05-25
1642,2089,196,1,2025-03-31
1643,1174,238,3,2025-07-17
1644,725,743,3,2026-02-08
1645,2474,797,2,2026-06-19
1646,2838,74,3,2025-08-19
1647,795,473,3,2026-02-25
1648,2354,167,1,2025-06-30
1649,1044,76,1,2025-01-06
1650,1364,728,1,2026-05-24
1651,1118,47,1,2025-08-11
1652,2436,415,1,2026-04-17
1653,881,659,3,2025-11-26
1654,1653,930,2,2025-09-25
1655,384,800,2,2025-10-07
1656,2405,265,3,2025-09-21
1657,1998,992,1,2026-02-09
1658,1396,20,3,2025-03-27
1659,23,238,1,2026-03-14
1660,1346,238,3,2026-01-28
1661,2376,436,1,2025-04-03
1662,377,601,2,2025-04-25
1663,378,971,3,2025-04-15
1664,62,216,2,2025-11-16
1665,840,48,2,2026-03-20
1666,1168,5,1,2025-08-08
1667,2767,203,1,2025-08-02
1668,970,839,2,2025-02-04
1669,2384,202,3,2026-04-23
1670,979,165,1,2025-08-05
1671,2988,14,2,2025-07-28
1672,1349,373,3,2025-05-22
1673,2454,163,3,2025-03-07
1674,1295,630,3,2026-06-29
1675,2345,859,1,2026-02-13
1676,728,948,3,2026-03-07
1677,236,366,3,2025-06-24
1678,1053,137,3,2025-10-27
1679,1783,487,3,2025-01-24
1680,1730,659,3,2025-02-26
1681,738,89,1,2026-02-11
1682,1812,866,3,2026-01-24
1683,1604,386,2,2025-07-25
1684,1243,472,2,2025-12-24
1685,1506,953,1,2025-07-07
1686,354,114,3,2025-10-31
1687,2041,317,3,2025-10-15
1688,965,45,1,2025-05-14
1689,1564,811,3,2025-01-07
1690,2934,766,2,2026-01-07
1691,2513,668,1,2025-11-18
1692,345,323,1,2026-01-11
1693,328,917,2,2025-10-02
1694,2070,550,3,2025-03-08
1695,1752,691,3,2026-02-22
1696,2732,450,1,2025-09-23
1697,2323,8,2,2026-02-15
1698,1427,423,2,2025-08-24
1699,1396,55,1,2025-03-01
1700,2519,833,3,2026-05-11
1701,130,990,1,2026-01-24
1702,357,642,1,2025-08-29
1703,1361,815,2,2026-05-02
1704,2605,396,1,2025-01-11
1705,2578,626,2,2025-06-16
1706,1610,536,1,2026-04-05
1707,320,28,3,2025-02-19
1708,655,103,1,2025-01-27
1709,2924,512,2,2025-08-27
1710,2802,283,1,2025-09-26
1711,70,938,1,2025-12-25
1712,327,458,1,2025-03-27
1713,842,444,3,2025-06-03
1714,1599,49,1,2025-09-14
1715,999,491,3,2026-05-26
1716,2587,47,3,2025-07-09
1717,561,492,3,2025-05-12
1718,1426,89,3,2025-05-06
1719,1540,879,3,2026-04-15
1720,1926,178,1,2025-11-01
1721,1099,658,2,2026-04-15
1722,1701,406,2,2025-09-19
1723,21,58,2,2026-05-20
1724,2133,380,2,2025-05-28
1725,297,828,2,2026-06-29
1726,1406,528,1,2025-05-11
1727,2529,837,3,2025-04-24
1728,222,386,3,2026-04-30
1729,734,885,2,2026-06-17
1730,1625,673,2,2025-04-21
1731,2009,538,1,2025-11-19
1732,1297,440,2,2025-03-28
1733,2393,48,3,2025-04-29
1734,1425,508,3,2026-07-05
