OrderID,CustomerID,OrderDate,Status,TotalAmount
1590,2925,2026-03-15,Processing,109922
1591,2940,2025-08-08,Processing,64694
1592,728,2025-09-11,Shipped,91144
1593,2717,2025-05-03,Processing,39393
1594,566,2025-03-28,Shipped,50619
1595,959,2025-03-22,Delivered,54790
1596,601,2025-06-30,Shipped,17561
1597,268,2025-09-20,Shipped,47356
1598,2095,2025-04-07,Processing,5420
1599,1386,2026-03-04,Shipped,53471
1600,964,2025-04-29,Shipped,30154
1601,2775,2026-04-06,Delivered,43011
1602,2269,2025-05-28,Delivered,32604
1603,2496,2025-04-08,Shipped,15263
1604,1125,2025-04-28,Processing,55898
1605,2026,2026-01-15,Delivered,10134
1606,1689,2025-01-11,Delivered,55430
1607,2296,2025-06-28,Processing,18464
1608,2334,2026-04-22,Processing,63288
1609,1439,2025-12-16,Shipped,109328
1610,1005,2026-04-21,Delivered,26676
1611,1287,2025-03-04,Processing,25101
1612,1883,2026-02-26,Processing,1831
1613,764,2026-02-25,Shipped,50711
1614,173,2026-06-04,Processing,30634
1615,2311,2025-04-21,Processing,61011
1616,820,2025-07-13,Delivered,75210
1617,938,2026-06-24,Shipped,23542
1618,1090,2025-04-15,Delivered,77645
1619,2669,2025-06-13,Shipped,34465
1620,477,2025-06-27,Processing,28593
1621,2967,2026-03-31,Shipped,1884
1622,1372,2025-06-11,Shipped,55556
1623,412,2026-03-05,Delivered,4736
1624,2284,2026-03-21,Delivered,91886
1625,1958,2026-03-19,Delivered,57617
1626,1075,2026-03-06,Shipped,28918
1627,1716,2025-11-24,Shipped,25508
1628,797,2025-05-06,Delivered,36744
1629,11,2025-02-05,Delivered,67376
1630,1537,2025-04-15,Shipped,18477
1631,1120,2025-08-09,Processing,43756
1632,1568,2026-04-05,Processing,11659
1633,85,2025-10-13,Delivered,16806
1634,1697,2025-02-24,Shipped,9654
1635,1576,2026-01-08,Processing,6844
1636,828,2026-04-27,Processing,25772
1637,2843,2026-01-09,Delivered,48826
1638,2015,2026-05-06,Delivered,25470
1639,2847,2025-06-30,Delivered,2184
1640,768,2025-01-07,Processing,53212
1641,102,2025-06-29,Processing,45818
1642,1916,2025-09-30,Shipped,37492
1643,1245,2025-07-01,Shipped,49844
1644,2047,2026-06-17,Processing,9626
1645,1613,2025-06-28,Delivered,75324
1646,2901,2026-04-16,Processing,20801
1647,1344,2026-03-01,Shipped,37145
1648,529,2026-02-22,Delivered,75021
1649,1978,2025-03-11,Delivered,15216
1650,2935,2025-07-18,Delivered,75986
1651,609,2025-02-26,Processing,9750
1652,2821,2025-12-06,Shipped,28130
1653,1008,2026-06-24,Shipped,10973
1654,904,2026-02-17,Shipped,30358
1655,1188,2026-06-11,Delivered,36058
1656,1306,2026-06-15,Shipped,43996
1657,1161,2025-09-21,Processing,23899
1658,830,2025-03-21,Shipped,7002
1659,1255,2025-04-23,Delivered,31094
1660,2895,2025-10-29,Shipped,20049
1661,2795,2025-03-04,Processing,104658
1662,279,2025-02-11,Processing,960
1663,2469,2025-02-26,Processing,22773
1664,1228,2026-02-25,Shipped,16385
1665,1656,2026-04-17,Processing,49748
1666,2755,2026-06-21,Processing,24473
1667,2953,2026-05-13,Shipped,33544
1668,946,2025-09-30,Processing,34554
1669,2751,2026-06-10,Shipped,27670
1670,2937,2026-04-15,Delivered,61067
1671,2674,2025-10-11,Delivered,8790
1672,1830,2026-04-06,Processing,67056
1673,719,2026-03-28,Shipped,33459
1674,1154,2025-03-20,Shipped,64166
1675,202,2026-02-07,Delivered,88395
1676,1658,2025-11-27,Processing,47642
1677,1998,2026-05-29,Shipped,32280
1678,2252,2025-04-05,Delivered,16134
1679,1305,2026-05-07,Delivered,4106
1680,2584,2026-06-04,Shipped,47158
1681,1350,2025-11-05,Shipped,66881
1682,742,2025-07-31,Shipped,17669
1683,1353,2026-03-21,Shipped,92387
1684,1565,2026-01-22,Processing,42888
1685,590,2026-04-05,Shipped,21711
1686,2545,2025-11-18,Processing,62458
1687,1808,2025-05-25,Processing,8520
1688,1043,2025-08-22,Delivered,45610
1689,2951,2026-01-15,Processing,65668
1690,8,2026-02-21,Delivered,5898
1691,1697,2025-12-07,Processing,16044
1692,2858,2025-09-08,Processing,38902
1693,149,2026-06-07,Shipped,27437
1694,2506,2026-03-08,Delivered,25032
1695,2779,2026-01-07,Shipped,38364
1696,1161,2026-04-14,Shipped,50518
1697,2922,2025-12-23,Delivered,36199
1698,591,2025-01-13,Shipped,11122
1699,1557,2026-03-28,Delivered,10814
1700,1149,2026-01-19,Delivered,8453
1701,1043,2025-04-09,Delivered,32116
1702,1049,2025-02-26,Delivered,43352
1703,1907,2026-03-16,Shipped,31692
1704,2219,2026-06-12,Shipped,39611
1705,1752,2026-04-14,Processing,60374
1706,311,2026-02-09,Processing,26982
1707,2703,2026-06-17,Processing,44517
1708,575,2026-02-25,Delivered,32342
1709,1923,2025-12-11,Processing,84571
1710,1434,2025-01-14,Shipped,48908
1711,2976,2025-02-16,Delivered,87067
1712,259,2025-05-16,Delivered,49085
1713,2420,2025-12-15,Delivered,44830
1714,2257,2026-01-24,Processing,70640
1715,1060,2025-08-04,Processing,37567
1716,2215,2026-03-19,Shipped,38208
1717,2463,2026-06-29,Shipped,33152
1718,831,2025-06-13,Processing,17228
1719,500,2025-08-05,Delivered,36537
1720,2648,2025-05-30,Shipped,12910
1721,814,2026-03-30,Processing,8636
1722,1496,2026-06-24,Shipped,50862
1723,1226,2025-01-07,Shipped,30360
1724,2539,2025-03-09,Delivered,32836
1725,880,2026-05-28,Processing,52035
1726,1527,2026-05-05,Shipped,28554
1727,1251,2025-11-05,Delivered,13468
1728,1214,2026-05-09,Delivered,10215
1729,2236,2026-02-04,Delivered,53558
1730,704,2025-01-07,Delivered,7996
1731,2798,2025-04-07,Delivered,38443
1732,1930,2025-12-28,Delivered,44794
1733,918,2025-12-13,Processing,27696
1734,1547,2026-06-29,Processing,54187
1735,2670,2025-06-02,Shipped,21146
1736,990,2026-01-31,Delivered,60627
1737,1131,2026-06-17,Delivered,49242
1738,559,2025-10-22,Delivered,59623
1739,823,2025-08-02,Shipped,53781
1740,2738,2025-12-13,Processing,22227
1741,2774,2025-09-28,Delivered,16172
1742,842,2025-07-02,Processing,56310
1743,2335,2025-04-12,Shipped,58559
1744,2199,2025-05-12,Shipped,14190
1745,1192,2026-02-05,Shipped,32158
1746,2090,2025-08-23,Delivered,19874
1747,975,2025-04-18,Delivered,51071
1748,2170,2025-03-13,Delivered,23129
1749,2782,2026-03-24,Shipped,33910
1750,2110,2025-09-21,Shipped,32332
1751,917,2025-06-28,Shipped,41230
1752,1385,2025-03-10,Delivered,77190
1753,36,2025-08-17,Processing,54868
1754,1898,2026-06-04,Processing,123786
1755,1192,2025-11-11,Delivered,52180
1756,1032,2025-09-25,Shipped,58610
1757,86,2025-07-20,Shipped,37098
1758,2034,2026-02-09,Processing,27363
1759,466,2025-03-20,Processing,39624
1760,1131,2025-12-01,Delivered,38782
1761,906,2026-05-01,Processing,3934
1762,1093,2025-02-01,Shipped,29322
1763,2402,2025-12-19,Processing,11725
1764,104,2026-03-17,Shipped,6072
1765,1746,2025-01-01,Shipped,49042
1766,945,2026-04-15,Shipped,29564
1767,1338,2026-04-11,Delivered,50182
1768,2112,2025-08-23,Processing,63220
1769,2827,2026-03-12,Shipped,22326
1770,1315,2025-01-31,Delivered,31156
1771,2481,2025-08-29,Delivered,58434
1772,129,2025-04-28,Processing,72205
1773,993,2025-01-29,Shipped,58977
1774,1968,2025-10-19,Processing,52356
1775,1313,2025-04-05,Shipped,37258
1776,398,2025-12-14,Shipped,39656
1777,2397,2026-04-14,Shipped,31957
1778,2566,2026-04-27,Delivered,4400
1779,243,2025-12-18,Processing,52276
1780,921,2026-06-04,Processing,42382
1781,2309,2025-06-27,Delivered,26358
1782,2055,2026-04-10,Delivered,58307
1783,273,2026-01-29,Processing,28983
1784,1075,2025-12-08,Processing,84862
1785,1875,2025-01-12,Delivered,112276
1786,1664,2026-04-13,Processing,38951
1787,2028,2025-02-23,Shipped,81679
1788,1384,2026-02-24,Shipped,44564
1789,2370,2025-05-11,Shipped,58535
1790,2567,2025-05-17,Shipped,38849
1791,1666,2026-07-02,Delivered,33196
1792,692,2025-07-10,Processing,3270
1793,1081,2025-10-13,Processing,79393
1794,1979,2025-06-22,Shipped,14886
1795,557,2026-02-05,Shipped,43910
1796,462,2026-06-10,Delivered,46235
1797,103,2025-10-04,Delivered,15267
1798,2475,2025-08-07,Delivered,88990
1799,1775,2025-07-12,Processing,51578
1800,1811,2025-06-25,Processing,80226
1801,498,2025-07-23,Processing,52274
1802,350,2025-07-04,Delivered,69180
1803,2769,2026-07-01,Delivered,62116
1804,1177,2025-02-19,Delivered,41173
1805,1270,2026-06-04,Shipped,56205
1806,2825,2026-02-26,Processing,33664
1807,396,2025-07-26,Shipped,2585
1808,2490,2025-01-15,Shipped,24293
1809,307,2026-05-11,Delivered,57698
1810,836,2026-05-09,Shipped,12538
1811,2579,2025-10-17,Delivered,39345
1812,1894,2025-08-07,Processing,81420
1813,2243,2025-02-10,Shipped,16887
1814,2015,2025-09-10,Processing,59972
1815,1075,2025-11-19,Processing,37789
1816,2334,2026-03-15,Shipped,44761
1817,1875,2025-08-17,Delivered,60006
1818,1408,2025-06-20,Processing,35309
1819,2211,2025-10-28,Shipped,78842
1820,1244,2025-10-14,Delivered,14954
1821,1040,2026-04-10,Shipped,62550
1822,1076,2025-02-03,Shipped,65871
1823,2984,2026-06-22,Delivered,11043
1824,2095,2026-06-21,Delivered,32873
1825,1770,2026-02-25,Shipped,9988
1826,35,2025-10-28,Processing,52948
1827,2874,2025-04-18,Processing,16258
1828,1299,2026-01-24,Processing,73542
1829,2994,2025-01-13,Shipped,36713
1830,233,2025-03-03,Processing,6925
1831,2266,2025-03-20,Processing,60392
1832,108,2026-06-20,Shipped,49372
1833,1324,2025-01-28,Shipped,40780
1834,2964,2025-10-08,Delivered,77164
1835,827,2025-09-13,Shipped,30136
1836,1114,2025-06-27,Processing,53292
1837,802,2025-02-16,Shipped,43833
1838,2184,2025-12-06,Processing,27342
1839,2614,2026-04-15,Processing,77831
1840,2113,2025-06-04,Processing,18817
1841,2690,2025-06-26,Shipped,32261
1842,2034,2026-06-15,Shipped,48368
1843,1328,2025-03-12,Delivered,44534
1844,2964,2026-04-06,Shipped,65381
1845,764,2025-11-03,Delivered,39855
1846,2052,2025-08-04,Delivered,20664
1847,299,2026-06-07,Processing,30734
1848,1352,2025-01-07,Shipped,32541
1849,1855,2025-04-14,Shipped,92098
1850,1416,2026-05-27,Shipped,13356
1851,2763,2025-10-30,Shipped,15562
1852,1148,2026-03-28,Processing,2634
1853,220,2026-06-18,Processing,15407
1854,2014,2025-07-07,Processing,71266
1855,81,2025-04-30,Processing,13493
1856,1712,2025-08-11,Delivered,39728
1857,130,2025-09-01,Delivered,13079
1858,2646,2025-10-06,Delivered,70350
1859,179,2025-09-11,Processing,27842
1860,1998,2025-05-24,Processing,33478
1861,350,2026-01-03,Delivered,83712
1862,172,2025-06-12,Shipped,88868
1863,1123,2025-03-04,Shipped,25160
1864,1380,2026-06-14,Processing,37214
1865,1347,2026-05-23,Delivered,27478
1866,2739,2026-03-02,Processing,53560
1867,809,2025-12-19,Shipped,49949
1868,2199,2025-09-26,Delivered,4338
1869,2766,2026-06-21,Processing,48602
1870,1034,2025-12-28,Shipped,68921
1871,1603,2025-06-20,Shipped,46524
1872,739,2026-06-21,Processing,55638
1873,1595,2025-04-23,Processing,57600
1874,2545,2025-11-09,Delivered,29975
1875,1648,2025-12-22,Processing,68454
1876,1465,2026-03-16,Delivered,38606
1877,2993,2025-05-14,Delivered,68124
1878,404,2026-05-01,Delivered,49176
1879,1076,2026-03-03,Processing,22006
1880,1658,2025-12-15,Delivered,41574
1881,852,2025-02-27,Shipped,49273
1882,1872,2025-04-24,Shipped,63708
1883,2620,2025-09-02,Processing,12864
1884,1383,2026-04-27,Delivered,14578
1885,1506,2026-01-16,Delivered,41618
1886,32,2026-01-10,Shipped,12700
1887,905,2026-04-18,Processing,15949
1888,1547,2025-05-24,Processing,16285
1889,1389,2026-03-02,Delivered,78140
1890,2060,2026-06-17,Delivered,34206
1891,6,2025-06-02,Shipped,31410
1892,2460,2025-09-04,Shipped,55532
1893,2894,2026-05-01,Delivered,27324
1894,2124,2025-01-19,Shipped,52479
1895,581,2026-03-23,Delivered,90560
1896,553,2026-01-30,Shipped,45498
1897,1286,2025-09-11,Shipped,40020
1898,1153,2025-12-27,Delivered,20732
1899,1057,2025-03-18,Processing,69484
1900,806,2026-01-17,Processing,21994
1901,1981,2025-12-22,Shipped,24274
1902,2178,2025-06-07,Shipped,6394
1903,2696,2026-02-22,Shipped,15109
1904,2712,2025-08-01,Delivered,49222
1905,2181,2026-04-27,Delivered,38405
1906,628,2025-02-24,Delivered,36664
1907,1073,2025-09-16,Processing,44122
1908,2508,2025-04-20,Shipped,20043
1909,2786,2025-11-04,Shipped,45066
1910,1895,2025-01-03,Shipped,69780
1911,1351,2025-11-27,Shipped,47833
1912,360,2025-03-10,Processing,14602
1913,2155,2026-02-01,Shipped,75425
1914,2062,2025-03-12,Processing,74832
1915,1940,2025-10-07,Processing,44045
1916,166,2025-03-14,Delivered,2823
1917,2433,2025-03-09,Shipped,55781
1918,634,2026-06-24,Processing,66097
1919,92,2025-12-08,Processing,39780
1920,2907,2025-07-13,Shipped,52552
1921,2506,2025-11-30,Shipped,33820
1922,2762,2026-05-27,Shipped,62432
1923,2099,2025-09-24,Shipped,49470
1924,626,2026-06-11,Processing,14850
1925,1688,2025-08-31,Processing,9213
1926,642,2026-06-11,Processing,73540
1927,1807,2025-12-18,Shipped,17347
1928,1116,2026-03-23,Delivered,112950
1929,750,2025-05-28,Delivered,16203
1930,1262,2026-02-27,Processing,15270
1931,2248,2026-01-16,Delivered,32834
1932,500,2026-05-27,Delivered,50327
1933,187,2026-01-18,Shipped,63227
1934,1808,2025-08-26,Processing,24110
1935,1089,2025-03-06,Processing,85760
1936,935,2025-03-03,Processing,53487
1937,2100,2025-07-19,Processing,4683
1938,2965,2026-01-01,Shipped,16773
1939,2672,2025-08-28,Shipped,48722
1940,1254,2025-08-16,Shipped,79278
1941,2817,2025-12-15,Shipped,68424
1942,2489,2025-10-08,Processing,73646
1943,1760,2026-05-28,Processing,81646
1944,1251,2025-07-17,Shipped,18411
1945,1065,2025-05-31,Shipped,71852
1946,794,2026-06-06,Processing,79721
1947,34,2025-04-19,Shipped,31780
1948,1386,2025-12-06,Delivered,21064
1949,1595,2025-10-24,Shipped,73153
1950,2169,2025-09-27,Processing,47625
1951,2800,2025-09-16,Processing,34987
1952,1053,2026-01-24,Shipped,77489
1953,2566,2025-09-25,Shipped,4788
1954,1387,2025-05-06,Delivered,79433
1955,626,2025-01-16,Shipped,90998
1956,2706,2026-04-26,Delivered,24077
1957,2155,2025-02-03,Delivered,2699
1958,1597,2025-10-25,Processing,28372
1959,905,2025-02-24,Delivered,57235
1960,2202,2025-03-07,Delivered,90621
1961,279,2026-04-26,Processing,62040
1962,41,2025-10-25,Processing,16134
1963,1259,2026-05-13,Processing,39790
1964,985,2026-04-13,Delivered,39580
1965,2478,2025-03-04,Delivered,25886
1966,1232,2026-05-08,Shipped,43242
1967,2575,2025-03-12,Delivered,27171
1968,2670,2025-10-30,Shipped,63240
1969,2916,2025-08-30,Processing,40124
1970,2555,2025-08-01,Processing,53946
1971,1551,2025-12-17,Processing,71444
1972,2235,2026-06-22,Delivered,37528
1973,1307,2026-04-26,Shipped,64444
1974,1053,2026-03-05,Processing,16416
1975,819,2025-03-23,Processing,51138
1976,1691,2025-08-13,Processing,12489
1977,1578,2025-11-20,Shipped,59314
1978,1703,2025-02-28,Processing,44970
1979,836,2025-09-09,Shipped,46805
1980,2671,2025-06-26,Processing,27614
1981,1248,2025-04-13,Processing,6359
1982,2162,2026-06-01,Delivered,43264
1983,1597,2025-05-28,Delivered,67262
1984,1790,2025-03-06,Delivered,18190
1985,2826,2025-06-02,Processing,57936
1986,2394,2026-07-03,Shipped,12040
1987,1919,2025-03-15,Delivered,48859
1988,1441,2025-05-02,Processing,26545
1989,857,2026-07-02,Processing,5890
1990,1156,2025-01-03,Processing,48246
1991,1645,2026-03-11,Shipped,29424
1992,661,2026-06-15,Processing,60882
1993,572,2025-09-02,Shipped,22828
1994,1111,2025-06-07,Processing,78652
1995,352,2026-01-28,Processing,8201
1996,624,2025-08-01,Shipped,66929
1997,516,2025-01-04,Delivered,48676
1998,244,2025-04-29,Processing,18788
1999,2427,2026-01-28,Delivered,2277
2000,267,2025-02-07,Delivered,8155
2001,2051,2026-02-12,Shipped,19987
2002,1428,2025-09-19,Delivered,18792
2003,2922,2026-02-18,Shipped,42854
2004,2385,2025-05-08,Delivered,10126
2005,1869,2026-02-07,Processing,29914
2006,1933,2026-01-11,Shipped,27339
2007,2361,2025-10-21,Delivered,14284
2008,1810,2025-12-04,Processing,41227
2009,58,2026-05-20,Delivered,27332
2010,599,2025-11-03,Processing,5331
2011,2347,2026-02-11,Delivered,62016
2012,2022,2025-04-24,Shipped,12725
2013,1330,2026-02-04,Delivered,62552
2014,2156,2025-02-23,Delivered,60510
2015,1906,2025-03-21,Processing,18017
2016,1414,2026-01-20,Delivered,29218
2017,793,2025-11-10,Processing,26121
2018,1164,2025-09-12,Delivered,79883
2019,843,2025-11-15,Delivered,38858
2020,128,2025-07-21,Processing,45287
2021,2654,2025-05-29,Processing,48460
2022,1408,2025-12-15,Shipped,882
2023,2247,2025-04-19,Delivered,26547
2024,2028,2025-02-28,Shipped,57934
2025,2765,2025-04-21,Delivered,48944
2026,2251,2025-12-09,Shipped,22957
2027,1492,2025-03-06,Processing,61240
2028,424,2025-08-30,Delivered,43680
2029,1349,2025-10-08,Delivered,49933
2030,467,2025-08-28,Processing,23576
2031,2165,2026-05-19,Processing,25954
2032,2634,2025-12-13,Delivered,47694
2033,954,2025-02-17,Delivered,35772
2034,1130,2026-07-01,Shipped,11612
2035,2452,2025-07-30,Processing,67447
2036,2065,2025-05-27,Delivered,27566
2037,1962,2026-04-22,Shipped,10670
2038,1143,2026-04-21,Delivered,10148
2039,2919,2025-10-18,Shipped,9665
2040,540,2025-08-16,Delivered,3449
2041,2257,2025-05-13,Shipped,72805
2042,1979,2025-02-07,Processing,5669
2043,340,2026-01-10,Shipped,58722
2044,2255,2026-03-01,Delivered,82782
2045,1870,2026-03-26,Shipped,26119
2046,2030,2025-05-24,Processing,12948
2047,836,2025-12-05,Processing,30259
2048,535,2026-01-24,Shipped,83284
2049,821,2026-01-26,Shipped,56796
2050,1197,2025-12-09,Processing,21312
2051,2534,2025-03-21,Shipped,51203
2052,514,2026-06-13,Processing,36098
2053,603,2025-04-24,Processing,6202
2054,2150,2025-12-05,Delivered,110617
2055,1080,2025-03-14,Processing,55954
2056,2609,2025-01-25,Shipped,11123
2057,43,2025-12-31,Processing,73502
2058,2758,2025-07-05,Shipped,85513
2059,1881,2025-02-02,Shipped,45639
2060,1157,2026-05-05,Shipped,49109
2061,398,2025-06-23,Delivered,11946
2062,1648,2025-07-10,Delivered,24798
2063,1061,2025-07-26,Shipped,56074
2064,99,2025-12-27,Shipped,32006
2065,1388,2026-06-11,Shipped,57132
2066,2414,2025-03-08,Shipped,67116
2067,885,2026-06-13,Shipped,25136
2068,1414,2025-05-16,Delivered,33658
2069,195,2025-06-18,Delivered,77444
2070,2102,2026-01-17,Delivered,30438
2071,1583,2025-11-08,Processing,27899
2072,1897,2025-09-07,Processing,70951
2073,1976,2026-01-19,Processing,6088
2074,1237,2025-01-19,Processing,48584
2075,404,2025-01-30,Shipped,48858
2076,193,2026-07-03,Processing,33696
2077,1160,2026-05-09,Shipped,18890
2078,2458,2025-10-29,Delivered,45066
2079,2007,2025-10-14,Delivered,22651
2080,2797,2025-07-24,Processing,71752
2081,924,2026-01-15,Shipped,31628
2082,207,2025-12-16,Delivered,77858
2083,2886,2025-02-12,Delivered,12994
2084,781,2025-06-02,Shipped,40058
2085,1440,2025-11-02,Shipped,48012
2086,2209,2025-03-17,Processing,24681
2087,2302,2026-05-25,Shipped,32056
2088,923,2025-11-30,Delivered,59218
2089,152,2025-09-10,Delivered,30497
2090,1808,2025-11-20,Shipped,14293
2091,2209,2025-10-09,Processing,58539
2092,2973,2025-08-25,Processing,34004
2093,2740,2026-02-12,Processing,95518
2094,1781,2026-04-05,Delivered,33186
2095,812,2026-01-25,Shipped,67674
2096,2356,2025-11-15,Shipped,35656
2097,1839,2025-07-01,Processing,77834
2098,1224,2025-06-14,Processing,23904
2099,2976,2025-11-06,Delivered,71042
2100,1480,2026-04-21,Shipped,15880
2101,2575,2025-02-06,Shipped,6496
2102,1849,2025-02-25,Processing,85690
2103,500,2025-09-13,Delivered,24772
2104,1110,2025-10-28,Processing,37435
2105,650,2025-05-17,Delivered,15358
2106,915,2025-05-04,Delivered,16190
2107,1400,2025-07-07,Shipped,31658
2108,332,2025-04-06,Processing,58000
2109,2295,2025-08-07,Processing,81184
2110,2128,2025-02-11,Processing,74280
2111,1056,2026-06-16,Delivered,63707
2112,166,2025-03-20,Delivered,8418
2113,623,2025-08-27,Processing,34841
2114,301,2026-06-28,Processing,3611
2115,1590,2025-02-22,Shipped,38316
2116,324,2025-03-15,Processing,21040
2117,901,2025-01-27,Delivered,53936
2118,1914,2025-03-11,Delivered,33862
2119,1364,2025-12-11,Delivered,31932
2120,1381,2025-09-02,Delivered,54659
2121,2997,2025-07-04,Processing,28635
2122,177,2026-06-06,Processing,16740
2123,1449,2025-04-24,Delivered,33618
2124,1615,2025-05-05,Delivered,43796
2125,2594,2025-11-04,Delivered,74508
2126,711,2025-08-02,Delivered,10832
2127,445,2025-08-08,Shipped,68228
2128,448,2025-07-30,Shipped,17825
2129,1458,2025-04-23,Delivered,65474
2130,288,2025-09-24,Shipped,25538
2131,1976,2025-11-30,Shipped,51566
2132,1189,2025-07-30,Processing,38662
2133,2619,2026-04-15,Processing,85058
2134,691,2025-07-10,Processing,36894
2135,2109,2025-09-22,Processing,38711
2136,352,2025-02-16,Shipped,47290
2137,1898,2025-09-23,Shipped,34815
2138,769,2025-07-18,Delivered,86588
2139,1172,2025-06-06,Processing,47961
2140,715,2026-06-20,Shipped,47091
2141,2164,2025-01-21,Processing,37295
2142,2229,2026-03-20,Processing,82355
2143,2921,2025-01-14,Shipped,11463
2144,1243,2025-08-06,Processing,16091
2145,955,2025-09-29,Processing,67912
2146,998,2026-06-19,Processing,18692
2147,905,2026-01-06,Processing,20640
2148,1285,2025-05-01,Delivered,2358
2149,984,2025-08-08,Delivered,56674
2150,119,2025-06-22,Processing,38158
2151,2181,2026-04-05,Processing,15560
2152,937,2025-02-23,Shipped,5692
2153,2997,2026-03-09,Shipped,23660
2154,368,2026-05-14,Shipped,98602
2155,2395,2025-05-12,Shipped,15724
2156,289,2026-07-02,Delivered,21563
2157,1912,2025-07-06,Delivered,31565
2158,1977,2025-12-25,Processing,31812
2159,1518,2026-06-08,Processing,24560
2160,873,2025-07-24,Processing,16090
2161,664,2025-05-23,Delivered,15877
2162,839,2026-05-18,Delivered,48340
2163,88,2025-04-23,Processing,65514
2164,250,2025-06-15,Shipped,90532
2165,459,2025-01-03,Shipped,33372
2166,1423,2025-07-19,Shipped,6000
2167,423,2026-04-14,Shipped,19014
2168,1672,2025-08-15,Delivered,68514
2169,206,2025-02-19,Shipped,32692
2170,1934,2026-01-22,Processing,56020
2171,2615,2025-07-29,Delivered,18608
2172,1829,2025-10-14,Shipped,53546
2173,26,2025-02-20,Delivered,26774
2174,585,2025-06-15,Processing,50066
2175,2030,2025-04-04,Delivered,46200
2176,1120,2025-04-23,Processing,43900
2177,1499,2026-01-29,Shipped,35310
2178,1727,2025-08-15,Delivered,66461
2179,1324,2025-09-04,Processing,19866
2180,1480,2026-03-21,Shipped,1942
2181,2534,2025-01-06,Shipped,67248
2182,816,2025-04-14,Delivered,27758
2183,2676,2025-05-06,Processing,16521
2184,716,2026-05-19,Processing,63802
2185,2068,2026-01-07,Delivered,15131
2186,2810,2025-11-11,Processing,42916
2187,2440,2025-01-16,Shipped,26730
2188,2684,2026-03-27,Shipped,96450
2189,541,2025-12-06,Delivered,23282
2190,39,2026-04-07,Processing,63764
2191,2445,2025-03-16,Shipped,21476
2192,2893,2025-01-22,Shipped,23070
2193,499,2026-03-19,Processing,46706
2194,2912,2025-10-28,Shipped,48677
2195,2880,2025-01-14,Delivered,44363
2196,1244,2025-02-09,Shipped,43803
2197,1660,2025-02-06,Delivered,76712
2198,1366,2025-11-04,Delivered,47266
2199,329,2025-08-03,Shipped,55226
2200,1059,2025-12-23,Delivered,44398
2201,1849,2025-10-22,Shipped,63527
2202,1817,2026-04-24,Processing,19016
2203,1208,2025-04-24,Processing,32950
2204,2288,2025-05-14,Shipped,25363
2205,1314,2025-06-24,Delivered,47849
2206,2604,2025-09-11,Processing,48279
2207,1972,2026-04-28,Delivered,25582
2208,2199,2025-10-28,Processing,23644
2209,567,2025-03-30,Shipped,58582
2210,312,2025-12-26,Delivered,11047
2211,139,2025-01-17,Processing,38329
2212,2305,2025-03-24,Processing,62742
2213,2572,2025-09-01,Processing,78397
2214,1242,2025-03-07,Delivered,45135
2215,842,2026-01-07,Processing,22851
2216,1300,2025-10-19,Shipped,62123
2217,2920,2025-10-19,Processing,23303
2218,214,2025-06-29,Processing,14656
2219,1323,2025-02-22,Shipped,80859
2220,585,2025-01-15,Shipped,115790
2221,10,2025-07-18,Processing,7847
2222,1717,2026-05-18,Shipped,57729
2223,1373,2026-02-10,Delivered,17827
2224,1524,2026-02-21,Shipped,10194
2225,143,2026-03-24,Delivered,16156
2226,753,2025-09-18,Delivered,15848
2227,2239,2025-06-24,Delivered,22503
2228,690,2025-11-19,Delivered,69348
2229,2027,2026-06-19,Processing,59525
2230,2736,2026-03-21,Processing,3406
2231,721,2025-08-22,Shipped,81762
2232,1616,2025-09-27,Processing,52833
2233,2914,2025-04-23,Processing,5248
2234,2683,2026-02-27,Delivered,81977
2235,515,2025-12-20,Shipped,27985
2236,2328,2026-01-16,Shipped,15103
2237,1363,2025-07-03,Shipped,42706
2238,1688,2025-12-09,Delivered,45128
2239,219,2026-05-24,Processing,20150
2240,2234,2026-06-29,Shipped,24894
2241,2912,2025-07-01,Shipped,5910
2242,2139,2026-03-23,Processing,36262
2243,1539,2025-10-01,Delivered,58951
2244,1030,2026-03-01,Processing,23926
2245,77,2026-06-24,Processing,28114
2246,2964,2025-01-21,Shipped,48552
2247,2345,2026-03-29,Delivered,34642
2248,129,2026-05-30,Delivered,61022
2249,183,2025-06-04,Shipped,62095
2250,687,2025-11-18,Processing,18134
2251,1610,2025-02-27,Shipped,26592
2252,1221,2025-09-08,Processing,46225
2253,1651,2025-04-08,Processing,61357
2254,2558,2025-04-18,Processing,37722
2255,2743,2025-03-01,Processing,24339
2256,2064,2025-06-18,Shipped,61637
2257,1871,2025-03-23,Shipped,30748
2258,39,2025-06-24,Delivered,9342
2259,590,2025-01-14,Delivered,31322
2260,2624,2025-01-06,Processing,17500
2261,1963,2025-08-27,Delivered,31926
2262,713,2025-09-29,Processing,52334
2263,2222,2026-04-25,Delivered,49243
2264,2100,2025-06-25,Delivered,70180
2265,787,2025-10-06,Delivered,26382
2266,2484,2025-02-01,Processing,18329
2267,1125,2026-05-08,Processing,54892
2268,637,2025-02-17,Delivered,19479
2269,675,2025-12-01,Delivered,20608
2270,2254,2025-07-02,Delivered,38276
2271,695,2025-08-25,Processing,34154
2272,1465,2026-06-06,Shipped,43562
2273,953,2025-06-28,Delivered,71677
2274,2661,2025-03-09,Delivered,44694
2275,807,2026-01-15,Processing,9958
2276,2603,2026-05-15,Processing,84135
