ActivityID,CustomerID,ProductID,ActivityType,ActivityDate
2963,367,404,Wishlist,2025-08-14
2964,2694,130,View,2026-05-22
2965,2074,783,AddToCart,2026-02-08
2966,21,213,AddToCart,2025-01-24
2967,325,699,View,2025-06-05
2968,2262,348,View,2025-12-31
2969,2135,651,View,2026-06-22
2970,304,428,Search,2025-04-14
2971,2642,957,Search,2026-06-19
2972,1791,222,Purchase,2025-09-21
2973,2198,837,AddToCart,2025-08-28
2974,1334,806,Search,2026-01-02
2975,2475,812,Wishlist,2026-03-09
2976,2064,432,Wishlist,2026-06-10
2977,1150,721,View,2026-01-02
2978,1625,112,Wishlist,2025-04-15
2979,1322,294,Purchase,2025-11-20
2980,1768,587,Purchase,2025-06-05
2981,469,989,Search,2026-02-28
2982,2861,508,AddToCart,2026-01-07
2983,2481,900,Search,2026-03-06
2984,551,879,Purchase,2025-07-22
2985,2830,27,AddToCart,2025-12-22
2986,288,289,Purchase,2025-05-15
2987,2990,621,AddToCart,2025-06-25
2988,2681,184,Purchase,2025-04-27
2989,216,469,Wishlist,2026-04-19
2990,1097,549,Purchase,2026-04-03
2991,580,179,Purchase,2025-12-22
2992,1320,808,Search,2025-05-12
2993,2250,715,Purchase,2025-05-07
2994,1875,452,View,2025-02-22
2995,2438,459,View,2026-05-24
2996,2574,236,Search,2025-05-23
2997,1580,500,Purchase,2025-01-16
2998,693,941,Wishlist,2026-04-29
2999,1097,321,Wishlist,2025-04-22
3000,2682,77,Wishlist,2025-01-18
3001,514,332,View,2026-05-09
3002,2939,554,Purchase,2026-03-15
3003,1195,573,Search,2025-06-19
3004,240,916,Search,2026-01-16
3005,2083,495,View,2026-04-08
3006,1153,631,Search,2025-12-22
3007,917,238,Wishlist,2025-10-13
3008,792,777,Search,2025-05-31
3009,2818,141,Search,2025-05-27
3010,52,35,AddToCart,2025-08-17
3011,292,613,AddToCart,2025-11-11
3012,1974,227,Purchase,2025-08-08
3013,2614,888,Purchase,2026-01-13
3014,1813,503,AddToCart,2026-03-21
3015,884,784,Purchase,2025-11-12
3016,466,869,AddToCart,2025-02-27
3017,889,573,View,2025-02-12
3018,1488,689,View,2025-08-27
3019,2067,802,AddToCart,2026-06-17
3020,2345,909,View,2026-03-08
3021,2882,849,View,2025-02-15
3022,2529,323,Wishlist,2025-01-21
3023,2817,651,View,2025-02-17
3024,1339,731,Wishlist,2026-04-04
3025,1373,941,Purchase,2026-03-04
3026,1532,892,Purchase,2026-05-02
3027,1071,119,Search,2025-07-11
3028,1354,334,AddToCart,2025-05-23
3029,1579,489,Purchase,2025-02-07
3030,66,688,Purchase,2026-03-30
3031,850,323,View,2025-10-16
3032,8,566,View,2026-05-16
3033,1209,781,Purchase,2026-05-23
3034,58,987,Search,2026-04-11
3035,519,471,AddToCart,2025-12-25
3036,2270,129,Search,2026-05-24
3037,2652,915,AddToCart,2025-10-28
3038,1738,128,View,2025-11-16
3039,1064,487,Wishlist,2025-01-17
3040,585,956,AddToCart,2025-07-29
3041,2303,875,Wishlist,2025-09-27
3042,2970,183,Purchase,2025-03-24
3043,2659,396,Search,2025-06-18
3044,1897,594,AddToCart,2026-06-08
3045,1371,254,Wishlist,2025-02-13
3046,735,984,Purchase,2026-04-11
3047,1313,354,Wishlist,2025-09-14
3048,922,132,Wishlist,2026-03-01
3049,694,80,Purchase,2025-08-22
3050,2540,72,AddToCart,2025-03-10
3051,1222,992,AddToCart,2025-05-30
3052,1748,84,Search,2025-02-18
3053,1334,774,Search,2025-04-19
3054,261,804,Search,2026-04-30
3055,1243,698,AddToCart,2025-06-04
3056,2197,121,AddToCart,2025-11-17
3057,2032,699,Purchase,2026-05-28
3058,1053,106,Search,2025-11-19
3059,2203,138,Search,2025-03-01
3060,1273,568,Search,2026-05-09
3061,2933,163,Purchase,2025-01-14
3062,2869,418,Wishlist,2025-09-28
3063,1630,874,AddToCart,2026-04-07
3064,2041,566,View,2026-05-04
3065,1616,956,Search,2025-01-14
3066,2101,268,Purchase,2026-03-25
3067,1630,355,Search,2025-02-22
3068,136,9,AddToCart,2025-02-19
3069,1460,716,Search,2025-01-10
3070,1520,624,Purchase,2025-07-15
3071,2977,946,AddToCart,2025-12-04
3072,1672,954,View,2026-02-10
3073,837,871,View,2025-02-14
3074,2294,479,Wishlist,2026-06-13
3075,2279,380,AddToCart,2025-11-22
3076,2794,144,Search,2026-03-30
3077,2702,593,Search,2025-05-20
3078,568,798,AddToCart,2026-04-19
3079,2449,941,Purchase,2026-03-08
3080,623,95,View,2025-08-22
3081,1178,6,Wishlist,2025-06-27
3082,361,621,Purchase,2025-05-06
3083,2145,542,View,2026-04-01
3084,7,338,Wishlist,2026-06-23
3085,2794,305,Wishlist,2025-05-13
3086,2516,503,View,2026-05-12
3087,1898,933,AddToCart,2026-06-24
3088,2358,743,View,2025-03-22
3089,857,838,View,2026-04-13
3090,1354,901,Purchase,2025-01-01
3091,2741,290,View,2025-05-23
3092,2011,144,AddToCart,2025-04-20
3093,2898,267,Wishlist,2025-05-09
3094,285,660,View,2025-01-02
3095,811,216,Wishlist,2025-02-13
3096,2356,536,Purchase,2025-02-18
3097,2925,423,AddToCart,2025-02-09
3098,1077,819,Wishlist,2025-05-07
3099,675,922,AddToCart,2025-05-27
3100,637,421,View,2025-10-26
3101,1623,881,Search,2025-10-23
3102,1026,725,View,2025-03-01
3103,2905,853,Search,2026-01-23
3104,2979,432,Purchase,2025-01-02
3105,945,551,AddToCart,2025-10-30
3106,1296,390,Wishlist,2025-07-16
3107,1129,337,Search,2025-05-06
3108,364,607,AddToCart,2025-11-26
3109,857,369,Wishlist,2026-03-29
3110,1498,428,AddToCart,2025-11-14
3111,2293,198,AddToCart,2025-06-02
3112,1299,922,View,2025-09-18
3113,337,382,Purchase,2025-06-05
3114,1093,295,View,2025-08-21
3115,773,494,Wishlist,2026-02-24
3116,89,408,View,2026-04-14
3117,1742,1000,Search,2025-09-18
3118,1588,174,Purchase,2026-03-02
3119,2556,848,AddToCart,2025-10-07
3120,2318,92,Search,2025-09-28
3121,2132,593,AddToCart,2025-02-22
3122,1286,777,AddToCart,2026-01-26
3123,1372,447,Search,2025-12-13
3124,228,693,AddToCart,2026-05-08
3125,822,613,AddToCart,2025-04-23
3126,1203,132,Search,2026-02-11
3127,914,580,Wishlist,2026-04-06
3128,1513,625,AddToCart,2025-08-17
3129,2978,45,Search,2026-05-08
3130,802,752,Wishlist,2025-09-02
3131,2847,834,AddToCart,2026-06-07
3132,2754,496,Purchase,2025-02-22
3133,1527,636,Wishlist,2026-05-18
3134,1217,847,Purchase,2025-02-04
3135,2068,198,View,2026-01-28
3136,495,119,Wishlist,2026-05-15
3137,1329,738,View,2025-11-01
3138,915,160,Search,2025-01-17
3139,1391,572,Wishlist,2025-08-10
3140,345,28,Search,2025-09-01
3141,2788,182,View,2025-02-25
3142,1045,671,Purchase,2026-01-10
3143,1457,843,Wishlist,2025-02-02
3144,1374,688,Search,2025-09-03
3145,2042,60,View,2026-01-12
3146,402,495,Purchase,2025-08-03
3147,2461,267,Search,2025-03-30
3148,241,653,Purchase,2025-11-12
3149,1604,639,Wishlist,2025-10-08
3150,2823,112,View,2025-03-15
3151,2735,394,AddToCart,2026-03-27
3152,2188,323,AddToCart,2025-07-07
3153,2432,620,Search,2025-06-06
3154,2332,307,Wishlist,2025-11-26
3155,396,627,AddToCart,2025-11-24
3156,2724,832,View,2025-09-23
3157,2089,439,View,2025-11-05
3158,620,673,View,2025-03-06
3159,1556,589,View,2026-03-09
3160,1420,522,Wishlist,2026-06-06
3161,1178,626,Purchase,2025-11-20
3162,592,659,Search,2025-12-24
3163,2005,704,Purchase,2025-07-12
3164,845,657,Purchase,2026-02-20
3165,593,632,Wishlist,2026-06-29
3166,2559,652,AddToCart,2025-09-22
3167,1464,256,Wishlist,2026-05-21
3168,1289,62,AddToCart,2025-09-14
3169,586,584,Purchase,2026-06-22
3170,2628,724,View,2026-06-03
3171,335,441,View,2025-09-25
3172,2191,570,View,2025-10-12
3173,2340,584,Search,2026-05-28
3174,149,43,Purchase,2025-05-11
3175,1638,789,Purchase,2026-06-15
3176,718,423,Purchase,2026-05-06
3177,1841,459,View,2025-08-11
3178,2500,577,Wishlist,2025-08-17
3179,185,261,Purchase,2025-05-31
3180,1955,751,Search,2025-07-30
3181,1451,962,View,2025-01-11
3182,2625,891,View,2026-06-28
3183,1008,24,Search,2025-10-10
3184,2440,976,AddToCart,2025-03-19
3185,1659,808,Purchase,2025-01-24
3186,2312,201,Purchase,2025-05-07
3187,2326,528,Search,2025-06-12
3188,1287,235,AddToCart,2026-04-27
3189,2663,26,Search,2025-05-14
3190,1534,48,Search,2025-12-25
3191,177,743,AddToCart,2026-04-24
3192,1045,298,AddToCart,2025-05-13
3193,1789,350,View,2026-03-06
3194,1453,632,AddToCart,2026-04-04
3195,2465,188,Wishlist,2026-03-07
3196,2126,70,Wishlist,2025-07-28
3197,2509,65,View,2025-05-04
3198,1842,441,View,2025-10-04
3199,1661,453,Purchase,2026-02-09
3200,2962,890,Wishlist,2025-03-17
3201,1241,960,Purchase,2025-11-10
3202,1885,413,Search,2026-03-18
3203,1089,241,Purchase,2025-08-19
3204,1210,952,Search,2025-08-04
3205,2697,380,AddToCart,2025-03-29
3206,346,987,View,2025-07-16
3207,1066,113,Search,2025-04-18
3208,1769,721,Purchase,2026-04-06
3209,2951,311,Wishlist,2025-05-14
3210,78,465,Wishlist,2026-07-03
3211,2678,194,View,2025-12-23
3212,165,472,Search,2025-11-16
3213,620,463,Purchase,2025-06-04
3214,1222,515,Purchase,2026-07-02
3215,2987,208,Purchase,2026-06-05
3216,1418,506,Wishlist,2025-12-02
3217,1440,328,AddToCart,2025-03-18
3218,1497,820,Wishlist,2026-01-21
3219,1900,888,View,2025-03-05
3220,1233,983,Search,2025-04-05
3221,33,140,Purchase,2026-06-20
3222,2766,408,Wishlist,2025-03-06
3223,2654,18,Wishlist,2025-09-03
3224,2532,82,View,2025-08-23
3225,2050,377,Purchase,2025-02-08
3226,816,104,Search,2025-06-02
3227,106,159,Purchase,2025-06-09
3228,35,966,View,2025-10-08
3229,162,284,AddToCart,2025-07-20
3230,1481,496,Wishlist,2025-11-29
3231,1029,604,Wishlist,2026-06-12
3232,2118,925,Search,2025-10-31
3233,1091,693,Purchase,2025-05-09
3234,476,240,Purchase,2025-01-18
3235,459,653,Search,2025-04-24
3236,463,218,View,2025-03-25
3237,2933,943,View,2025-09-04
3238,1190,28,AddToCart,2025-10-24
3239,1678,765,AddToCart,2026-02-13
3240,1490,672,AddToCart,2025-01-05
3241,1338,943,View,2025-05-07
3242,2646,577,Wishlist,2025-12-19
3243,1253,393,Search,2026-06-17
3244,134,662,AddToCart,2025-12-24
3245,2636,459,AddToCart,2025-10-30
3246,2442,790,View,2025-05-18
3247,1134,805,AddToCart,2026-02-02
3248,1932,705,AddToCart,2026-01-18
3249,444,57,Search,2025-06-07
3250,1680,920,Wishlist,2025-10-21
3251,2951,672,Wishlist,2026-04-06
3252,2504,596,Wishlist,2026-03-12
3253,948,557,AddToCart,2025-02-04
3254,2147,503,Search,2026-04-07
3255,1620,37,Search,2026-07-02
3256,2387,243,Search,2025-08-03
3257,1386,615,Purchase,2025-01-16
3258,2475,62,Search,2025-10-27
3259,2799,517,Search,2026-03-26
3260,151,660,Wishlist,2025-01-24
3261,2201,741,View,2026-04-21
3262,2141,572,View,2025-06-03
3263,458,660,Wishlist,2026-07-04
3264,2939,389,Purchase,2025-12-04
3265,2762,626,Purchase,2026-06-01
3266,1,777,Wishlist,2025-08-02
3267,950,181,Search,2026-05-13
3268,2178,787,Wishlist,2025-07-18
3269,1847,861,AddToCart,2025-05-06
3270,923,48,View,2025-07-16
3271,31,148,AddToCart,2025-09-10
3272,2443,169,AddToCart,2025-03-12
3273,1859,279,AddToCart,2025-07-20
3274,2893,194,Search,2025-06-08
3275,1122,93,Wishlist,2025-02-24
3276,1626,678,Search,2025-01-24
3277,2068,915,View,2026-03-23
3278,2103,109,Search,2026-03-15
3279,1134,625,Search,2025-08-09
3280,1612,749,AddToCart,2025-09-23
3281,2170,505,Purchase,2026-06-30
3282,850,412,AddToCart,2025-02-05
3283,2661,833,View,2025-07-23
3284,2382,289,Purchase,2025-06-03
3285,579,6,AddToCart,2025-07-03
3286,1561,933,Search,2026-05-17
3287,2022,547,Wishlist,2025-08-04
3288,2984,935,View,2025-12-23
3289,2862,546,Wishlist,2026-01-16
3290,2806,654,Wishlist,2025-09-09
3291,2796,646,AddToCart,2026-06-06
3292,2822,667,View,2025-06-02
3293,1460,401,Wishlist,2026-04-05
3294,750,851,AddToCart,2026-03-31
3295,695,851,View,2025-03-21
3296,477,35,Search,2026-01-29
3297,2414,407,Wishlist,2025-06-12
3298,1124,896,View,2025-07-14
3299,2194,544,Wishlist,2025-02-23
3300,997,682,Wishlist,2025-12-05
3301,2089,50,Wishlist,2025-01-22
3302,2784,679,AddToCart,2026-04-26
3303,1593,676,Purchase,2025-01-14
3304,1215,649,Wishlist,2026-01-01
3305,2368,844,Purchase,2026-02-04
3306,598,919,Wishlist,2026-02-12
3307,1145,575,Wishlist,2025-02-12
3308,701,219,Wishlist,2025-10-30
3309,2333,263,AddToCart,2026-05-21
3310,764,882,Search,2025-02-06
3311,2442,543,Wishlist,2026-02-26
3312,2349,171,Wishlist,2025-06-16
3313,1119,573,Purchase,2025-11-03
3314,2368,206,View,2025-04-14
3315,2399,2,Search,2026-01-29
3316,2648,860,Purchase,2025-08-04
3317,2195,140,Purchase,2026-02-23
3318,2412,160,Search,2025-09-27
3319,339,30,Purchase,2026-05-14
3320,965,563,Wishlist,2026-06-30
3321,856,900,View,2025-04-27
3322,2280,974,Purchase,2026-05-16
3323,1980,995,AddToCart,2025-07-10
3324,1325,900,Wishlist,2025-05-02
3325,2083,344,Search,2025-09-12
3326,249,773,AddToCart,2026-06-01
3327,1610,311,Purchase,2026-02-08
3328,121,276,Search,2025-04-17
3329,2122,723,Wishlist,2026-02-18
3330,2114,474,Wishlist,2026-02-18
3331,937,544,Purchase,2026-02-21
3332,1238,551,View,2026-04-25
3333,1893,58,Search,2025-07-01
3334,216,622,AddToCart,2026-05-28
3335,973,838,View,2026-06-22
3336,1841,156,Wishlist,2026-05-26
3337,518,487,Search,2025-10-02
3338,2964,646,View,2025-12-18
3339,2657,842,AddToCart,2025-12-12
3340,2596,301,Search,2026-01-08
3341,320,686,Search,2025-11-10
3342,2609,700,Purchase,2025-06-04
3343,755,837,Purchase,2025-11-03
3344,2018,501,View,2026-03-16
3345,360,243,View,2025-05-23
3346,2572,15,Wishlist,2025-09-16
3347,1881,263,Purchase,2025-08-20
3348,1590,994,AddToCart,2025-06-13
3349,1151,194,View,2025-06-26
3350,962,788,Purchase,2026-02-22
3351,1344,688,View,2025-12-29
3352,679,473,Purchase,2026-05-09
3353,1589,641,Search,2026-04-14
3354,1390,225,Search,2026-02-14
3355,228,265,Wishlist,2026-02-22
3356,306,551,Purchase,2026-07-04
3357,1393,486,View,2025-05-18
3358,1632,834,AddToCart,2025-06-10
3359,1077,401,Search,2025-01-22
3360,223,529,View,2025-01-23
3361,1205,532,AddToCart,2025-07-22
3362,2573,179,Search,2025-08-03
3363,2869,562,Wishlist,2026-06-07
3364,1831,476,Wishlist,2025-10-28
3365,2906,391,AddToCart,2025-12-13
3366,2764,891,View,2026-04-03
3367,2043,316,AddToCart,2025-05-06
3368,1492,390,Wishlist,2025-04-26
3369,695,268,Search,2025-03-21
3370,379,209,View,2025-02-10
3371,1272,757,Wishlist,2026-05-26
3372,1972,444,View,2025-05-05
3373,1271,569,AddToCart,2025-04-05
3374,81,8,Search,2026-02-24
3375,1325,904,Search,2026-01-05
3376,1239,309,Purchase,2026-01-30
3377,1994,587,Search,2025-12-04
3378,478,777,Search,2025-09-18
3379,2817,320,Search,2025-09-21
3380,2060,842,Wishlist,2025-01-14
3381,1545,579,Purchase,2025-09-08
3382,2665,929,Search,2025-12-03
3383,809,167,Purchase,2026-01-27
3384,1575,121,View,2025-12-13
3385,301,536,Wishlist,2025-07-29
3386,1429,587,Purchase,2025-09-01
3387,1073,634,View,2025-04-13
3388,1849,576,AddToCart,2025-04-05
3389,399,12,Wishlist,2026-02-08
3390,1468,967,View,2026-05-08
3391,903,514,AddToCart,2025-05-14
3392,2471,380,View,2025-11-19
3393,815,243,Purchase,2025-12-29
3394,1241,914,Search,2025-11-30
3395,387,18,View,2026-05-10
3396,2467,149,Search,2025-09-09
3397,2020,609,Wishlist,2025-12-01
3398,734,167,Search,2026-01-08
3399,1587,121,Search,2026-04-01
3400,2236,27,View,2026-06-29
3401,2360,410,Purchase,2026-05-27
3402,2878,948,View,2025-09-11
3403,1245,231,Wishlist,2025-07-21
3404,2973,236,AddToCart,2025-05-27
3405,2858,799,Search,2025-06-27
3406,2732,554,AddToCart,2026-05-05
3407,2377,546,Search,2025-12-08
3408,751,693,Wishlist,2025-12-21
3409,186,475,Wishlist,2026-01-17
3410,305,554,Wishlist,2026-03-31
3411,1913,475,AddToCart,2025-09-01
3412,2918,531,AddToCart,2025-03-03
3413,2768,345,AddToCart,2025-03-14
3414,2470,793,Wishlist,2026-01-14
3415,1848,452,Wishlist,2026-06-28
3416,1104,555,AddToCart,2026-01-14
3417,469,622,Purchase,2026-06-15
3418,2440,896,Search,2025-09-13
3419,2486,370,View,2026-05-26
3420,510,308,Wishlist,2025-06-29
3421,2100,301,AddToCart,2025-12-27
3422,327,495,Purchase,2025-09-18
3423,1345,689,Search,2025-09-13
3424,838,247,Search,2026-06-10
3425,1604,257,View,2026-05-28
3426,1790,709,Purchase,2025-06-02
3427,958,693,Search,2026-02-14
3428,113,537,Search,2025-05-18
3429,1421,926,Search,2026-03-19
3430,818,886,AddToCart,2026-05-09
3431,2843,14,Purchase,2026-02-23
3432,2280,433,Search,2025-06-25
3433,1890,592,Wishlist,2025-01-02
3434,202,902,Wishlist,2026-06-08
3435,6,494,Purchase,2026-01-26
3436,1673,363,AddToCart,2025-09-04
3437,1436,442,View,2025-02-14
3438,942,635,Purchase,2025-01-15
3439,1380,289,Purchase,2026-02-05
3440,1588,228,AddToCart,2025-03-05
3441,2359,277,Purchase,2025-10-12
3442,86,691,AddToCart,2025-10-08
3443,124,688,Search,2026-01-25
3444,1860,944,Wishlist,2026-03-21
3445,705,777,AddToCart,2025-01-05
3446,2790,703,View,2025-04-06
3447,1091,378,View,2025-06-01
3448,1322,899,Wishlist,2025-08-06
3449,234,812,Search,2026-06-02
3450,2514,374,View,2025-03-29
3451,976,862,Wishlist,2025-01-31
3452,1081,230,Wishlist,2025-04-04
3453,399,726,Purchase,2025-06-04
3454,1585,638,Search,2025-12-08
3455,1329,451,Search,2025-06-25
3456,2229,168,Wishlist,2025-04-10
3457,17,379,Search,2025-02-11
3458,876,874,Search,2025-07-24
3459,2080,556,Wishlist,2025-02-02
3460,919,547,Wishlist,2025-11-07
3461,1684,597,Wishlist,2026-04-18
3462,105,234,AddToCart,2025-07-13
3463,85,899,Wishlist,2026-03-08
3464,2052,116,AddToCart,2025-01-10
3465,2868,485,Purchase,2025-02-02
3466,2463,454,Wishlist,2026-04-24
3467,1198,492,Purchase,2025-10-03
3468,2340,843,Purchase,2026-02-03
3469,2444,891,View,2025-10-01
3470,245,413,AddToCart,2025-03-30
3471,76,298,Purchase,2025-11-15
3472,687,429,AddToCart,2026-04-13
3473,878,468,View,2026-06-30
3474,2293,329,Search,2025-01-31
3475,816,721,AddToCart,2025-07-08
3476,1112,843,Wishlist,2025-10-18
3477,2253,492,Purchase,2026-05-24
3478,1056,305,Wishlist,2026-06-06
3479,2574,910,Wishlist,2025-07-16
3480,74,181,Purchase,2026-02-22
3481,542,3,AddToCart,2025-04-26
3482,2160,269,AddToCart,2025-12-03
3483,1643,647,AddToCart,2026-05-14
3484,1438,611,AddToCart,2025-11-29
3485,985,633,Purchase,2025-03-30
3486,1751,303,AddToCart,2025-07-18
3487,2507,475,Wishlist,2026-06-11
3488,428,713,View,2025-12-05
3489,657,606,Wishlist,2025-10-03
3490,2821,655,AddToCart,2026-06-29
3491,1727,940,Wishlist,2025-06-19
3492,566,683,Search,2025-08-15
3493,269,793,Wishlist,2026-06-11
3494,1911,911,Search,2025-06-22
3495,2454,745,Search,2025-03-25
3496,1754,476,Search,2026-02-23
3497,398,969,Wishlist,2025-11-24
3498,2499,48,Purchase,2026-02-11
3499,574,331,Wishlist,2025-12-20
3500,1808,995,Purchase,2025-03-22
3501,1676,889,View,2025-03-24
3502,572,282,Wishlist,2025-12-29
3503,199,398,Wishlist,2026-04-06
3504,2841,194,Search,2025-09-11
3505,886,313,Purchase,2025-12-22
3506,2580,294,Search,2025-01-10
3507,984,56,View,2025-01-12
3508,2223,487,Purchase,2025-03-29
3509,806,747,View,2025-06-14
3510,1497,579,View,2026-05-01
3511,2024,476,AddToCart,2026-01-28
3512,1141,21,View,2025-07-20
3513,2990,554,Search,2026-06-14
3514,582,962,Search,2025-01-19
3515,2950,844,Wishlist,2025-05-05
3516,512,271,AddToCart,2026-07-04
3517,1218,956,Wishlist,2025-07-29
3518,1315,141,View,2026-01-22
3519,1449,823,Purchase,2026-01-13
3520,2699,646,Purchase,2026-04-19
3521,2560,552,Search,2025-03-30
3522,2125,856,Purchase,2026-03-06
3523,2426,605,Purchase,2026-05-20
3524,2975,495,View,2026-04-15
3525,2626,896,Wishlist,2026-04-10
3526,1421,886,View,2026-05-30
3527,1612,820,Search,2025-08-31
3528,710,343,Wishlist,2025-10-29
3529,459,108,Wishlist,2025-01-07
3530,1834,144,AddToCart,2025-12-14
3531,131,683,AddToCart,2026-03-30
3532,1803,418,AddToCart,2026-02-19
3533,178,609,Purchase,2025-10-28
3534,1308,117,Purchase,2025-05-24
3535,684,236,Purchase,2026-04-22
3536,2873,287,AddToCart,2026-03-14
3537,1712,509,Wishlist,2026-07-04
3538,2691,230,Purchase,2026-04-22
3539,1611,223,Wishlist,2025-04-09
3540,2657,772,Wishlist,2025-12-26
3541,512,957,AddToCart,2026-04-05
3542,213,995,AddToCart,2025-10-21
3543,1115,266,Purchase,2025-12-12
3544,1357,168,View,2026-01-29
3545,1106,999,Purchase,2026-01-18
3546,440,183,AddToCart,2025-07-18
3547,1064,767,Wishlist,2026-02-18
3548,674,852,View,2026-06-29
3549,2883,461,AddToCart,2026-03-12
3550,291,750,View,2025-08-18
3551,1149,346,Purchase,2025-09-25
3552,2067,59,AddToCart,2025-01-14
3553,1482,394,Purchase,2025-09-25
3554,721,962,Wishlist,2026-01-18
3555,272,657,View,2025-03-27
3556,1975,692,Purchase,2025-08-09
3557,628,396,View,2025-12-30
3558,2601,636,Wishlist,2025-04-12
3559,2987,200,Purchase,2025-01-09
3560,1483,9,Search,2026-06-29
3561,825,790,Purchase,2025-07-21
3562,1943,315,View,2025-09-10
3563,291,441,Search,2026-03-05
3564,2927,678,View,2025-09-24
3565,1865,609,Purchase,2025-12-11
3566,1653,12,Wishlist,2026-05-05
3567,752,735,Search,2026-01-31
3568,1311,567,Search,2026-07-01
3569,229,241,Wishlist,2025-09-12
3570,338,899,View,2025-02-19
3571,2965,501,View,2025-02-03
3572,1332,251,AddToCart,2025-05-30
3573,1422,971,Purchase,2025-07-02
3574,850,31,AddToCart,2026-02-28
3575,2242,986,AddToCart,2025-04-17
3576,2393,294,Purchase,2026-05-10
3577,840,464,Search,2025-05-02
3578,2762,410,Purchase,2026-02-16
3579,2374,863,Wishlist,2026-03-26
3580,2093,978,Wishlist,2025-06-05
3581,1696,591,Purchase,2025-09-02
3582,1950,92,AddToCart,2026-06-04
3583,1800,935,Purchase,2025-06-28
3584,2143,417,Purchase,2025-02-01
3585,333,557,View,2025-03-20
3586,2843,229,Wishlist,2025-08-30
3587,2877,546,Search,2025-05-07
3588,2036,200,View,2025-01-19
3589,1809,859,Purchase,2025-10-11
3590,618,260,AddToCart,2025-11-21
3591,1150,953,Wishlist,2025-10-09
3592,2953,355,Wishlist,2025-08-04
3593,943,934,AddToCart,2025-01-16
3594,283,743,Search,2025-03-15
3595,1918,155,AddToCart,2026-01-11
3596,1466,826,AddToCart,2025-12-07
3597,58,257,Wishlist,2025-06-25
3598,1135,898,Search,2025-02-23
3599,1809,79,AddToCart,2025-11-23
3600,1781,475,Search,2026-03-24
3601,347,137,View,2025-02-11
3602,2440,945,View,2025-01-11
3603,2789,22,AddToCart,2025-10-23
3604,1682,789,AddToCart,2026-07-05
3605,1457,436,Wishlist,2026-03-12
3606,724,318,Wishlist,2026-01-31
3607,52,518,Search,2025-06-06
3608,1909,749,Search,2025-12-02
3609,116,561,View,2026-05-27
3610,2404,554,AddToCart,2025-05-18
3611,1907,979,View,2026-03-28
3612,517,489,View,2026-07-02
3613,2414,478,Wishlist,2025-10-03
3614,2468,664,Wishlist,2025-12-09
3615,2649,975,Purchase,2025-09-01
3616,696,513,Purchase,2025-10-04
3617,609,861,Wishlist,2025-01-29
3618,1446,318,AddToCart,2026-01-01
3619,226,483,AddToCart,2025-07-15
3620,2601,740,Wishlist,2025-06-30
3621,1186,739,Purchase,2025-04-21
3622,88,328,AddToCart,2025-06-07
3623,1989,401,Purchase,2025-08-07
3624,802,85,View,2025-11-06
3625,711,383,Purchase,2025-01-04
3626,2467,645,Wishlist,2025-12-09
3627,665,542,AddToCart,2025-12-05
3628,2328,514,View,2026-05-27
3629,2927,652,Purchase,2025-11-17
3630,173,972,View,2026-01-28
3631,2744,81,Wishlist,2026-04-24
3632,91,131,Wishlist,2025-07-31
3633,665,61,Search,2025-11-15
3634,615,538,AddToCart,2025-02-07
3635,2690,912,Wishlist,2026-06-17
3636,30,263,AddToCart,2025-05-21
3637,2680,905,View,2025-08-22
3638,460,152,AddToCart,2026-03-25
3639,1198,486,Purchase,2025-09-21
3640,1628,427,AddToCart,2025-01-13
3641,1478,256,View,2025-01-06
3642,2154,985,View,2026-06-15
3643,2764,688,Search,2026-06-23
3644,230,850,Search,2025-12-26
3645,1592,186,Purchase,2025-10-28
3646,280,31,Wishlist,2025-05-03
3647,1343,22,Search,2026-03-22
3648,1663,563,AddToCart,2026-05-18
3649,1198,924,Purchase,2026-05-06
3650,1562,888,View,2026-02-05
3651,2160,438,Search,2026-03-15
3652,1023,68,AddToCart,2025-09-06
3653,1687,950,Purchase,2025-11-26
3654,1936,466,View,2025-08-17
3655,687,47,Search,2025-10-17
3656,1737,98,View,2026-07-03
3657,472,543,Wishlist,2025-05-01
3658,1242,156,Wishlist,2025-11-14
3659,2901,242,Purchase,2026-01-18
3660,527,308,Purchase,2025-05-31
3661,1804,369,AddToCart,2026-01-17
3662,302,250,Wishlist,2026-05-04
3663,1111,348,AddToCart,2025-06-25
3664,1428,41,AddToCart,2025-06-12
3665,2666,625,Search,2025-10-01
3666,1485,90,View,2026-06-27
3667,306,571,View,2026-03-06
3668,1967,754,View,2025-02-18
3669,1484,550,Purchase,2026-06-20
3670,167,844,View,2026-01-11
3671,1282,957,AddToCart,2025-02-17
3672,1044,595,View,2025-04-15
3673,1789,773,View,2025-03-17
3674,2227,227,Search,2026-01-18
3675,828,93,Search,2026-02-09
3676,2672,556,View,2025-12-04
3677,89,807,AddToCart,2025-11-14
3678,2542,254,Search,2025-10-04
3679,2620,398,View,2026-06-30
3680,2800,617,Purchase,2025-03-15
3681,1361,463,Wishlist,2026-01-16
3682,2666,686,AddToCart,2025-11-28
3683,233,279,Search,2026-06-23
3684,2693,177,View,2025-01-20
3685,2424,839,Search,2025-08-31
3686,1141,701,View,2025-05-04
3687,835,932,AddToCart,2025-08-08
3688,1015,780,AddToCart,2025-01-13
3689,1376,833,Wishlist,2025-11-22
3690,1700,263,Purchase,2025-09-26
3691,2383,941,Purchase,2026-03-13
