RecommendationID,CustomerID,RecommendedProductID,Score
2542,1438,611,0.84
2543,1913,670,0.6
2544,2964,615,0.75
2545,2344,585,0.93
2546,1880,904,0.59
2547,626,468,0.6
2548,798,480,0.62
2549,2553,452,0.71
2550,2700,480,0.65
2551,1237,687,0.59
2552,2504,478,0.97
2553,2145,861,0.9
2554,554,770,0.92
2555,49,611,0.67
2556,185,239,0.91
2557,328,893,0.75
2558,1259,133,0.7
2559,2060,160,0.75
2560,1412,292,0.78
2561,2155,519,0.59
2562,2697,46,0.69
2563,552,544,0.68
2564,1531,999,0.97
2565,2226,55,0.78
2566,541,273,0.92
2567,1472,687,0.62
2568,1200,874,0.69
2569,253,436,0.65
2570,578,625,0.85
2571,572,831,0.93
2572,2052,145,0.98
2573,409,197,0.68
2574,996,277,0.51
2575,1584,601,0.84
2576,2505,485,0.67
2577,59,439,0.78
2578,1393,208,0.75
2579,2749,932,0.93
2580,1179,41,0.91
2581,475,270,0.76
2582,646,779,0.58
2583,2293,824,0.92
2584,2757,276,0.75
2585,1754,567,0.7
2586,1976,98,0.66
2587,2662,81,0.64
2588,2936,101,0.73
2589,1576,542,0.71
2590,2438,714,0.86
2591,650,297,0.77
2592,2050,847,0.68
2593,2325,268,0.73
2594,1187,525,0.56
2595,585,954,0.61
2596,2248,609,0.57
2597,1530,786,0.58
2598,133,896,0.83
2599,99,485,0.79
2600,1843,423,0.89
2601,922,575,0.73
2602,727,105,0.69
2603,1598,548,0.64
2604,2790,164,0.62
2605,378,189,0.9
2606,2817,611,0.72
2607,1759,322,0.5
2608,1486,381,0.57
2609,1337,309,0.69
2610,2593,644,0.59
2611,93,798,0.94
2612,1306,244,0.98
2613,1659,973,0.92
2614,2701,908,0.6
2615,1501,991,0.69
2616,2194,548,0.69
2617,1354,345,0.66
2618,2890,580,0.9
2619,962,716,0.5
2620,625,430,0.96
2621,252,795,0.98
2622,2393,799,0.95
2623,1575,234,0.6
2624,1987,362,0.8
2625,76,720,0.72
2626,2066,772,0.72
2627,46,799,0.53
2628,56,195,0.89
2629,812,956,0.94
2630,355,840,0.76
2631,2826,709,0.6
2632,1881,926,0.84
2633,2991,68,0.85
2634,1362,750,0.78
2635,834,378,0.95
2636,622,622,0.72
2637,1988,256,0.95
2638,1793,341,0.55
2639,1710,46,0.84
2640,577,996,0.93
2641,1233,918,0.91
2642,182,32,0.8
2643,217,800,0.78
2644,409,75,0.71
2645,2043,673,0.55
2646,903,391,0.53
2647,1105,136,0.96
2648,1774,443,0.77
2649,2514,494,0.52
2650,2765,761,0.9
2651,466,769,0.83
2652,1592,205,0.51
2653,665,241,0.78
2654,1382,76,0.87
2655,1349,156,0.5
2656,1107,709,0.61
2657,404,812,0.59
2658,1087,79,0.59
2659,88,578,0.79
2660,2112,44,0.66
2661,1362,305,0.92
2662,1784,732,0.75
2663,1453,452,0.66
2664,1465,670,0.75
2665,1353,180,0.89
2666,2011,884,0.75
2667,1255,309,0.61
2668,814,184,0.68
2669,1045,199,0.72
2670,269,635,0.93
2671,527,462,0.92
2672,444,765,0.98
2673,2098,565,0.93
2674,1881,444,0.72
2675,2941,55,0.91
2676,2702,536,0.52
2677,3,369,0.79
2678,57,811,0.71
2679,2740,948,0.57
2680,2522,437,0.88
2681,2938,313,0.86
2682,1720,200,0.67
2683,1780,57,0.92
2684,1437,309,0.6
2685,1961,132,0.74
2686,251,941,0.85
2687,2798,560,0.67
2688,1080,8,0.86
2689,913,237,0.58
2690,2109,570,0.56
2691,2064,948,0.96
2692,2329,648,0.8
2693,2211,369,0.68
2694,2655,144,0.89
2695,981,838,0.82
2696,164,139,0.89
2697,1069,924,0.81
2698,937,957,0.68
2699,981,690,0.69
2700,2060,630,0.84
2701,2906,386,0.52
2702,1097,378,0.5
2703,2204,48,0.84
2704,2420,382,0.68
2705,96,816,0.55
2706,1135,411,0.87
2707,1939,698,0.84
2708,1831,92,0.7
2709,2752,781,0.53
2710,1800,396,0.62
2711,658,7,0.51
2712,2968,806,0.87
2713,1984,580,0.65
2714,2250,177,0.89
2715,113,42,0.75
2716,2502,691,0.67
2717,189,148,0.52
2718,24,233,0.56
2719,1498,64,0.86
2720,2118,704,0.62
2721,2450,93,0.66
2722,2256,283,0.67
2723,1765,40,0.53
2724,2394,358,0.88
2725,1989,679,0.64
2726,398,640,0.71
2727,1563,266,0.86
2728,1130,347,0.52
2729,39,537,0.96
2730,2975,536,0.74
2731,1183,326,0.55
2732,1446,885,0.66
2733,495,496,0.79
2734,197,655,0.64
2735,1384,721,0.7
2736,2199,635,0.86
2737,2892,73,0.66
2738,338,930,0.92
2739,190,403,0.89
2740,2834,891,0.9
2741,976,261,0.82
2742,1285,950,0.7
2743,2068,759,0.93
2744,474,728,0.96
2745,2301,238,0.9
2746,2502,930,0.73
2747,2664,344,0.53
2748,2697,70,0.95
2749,1924,130,0.81
2750,22,343,0.6
2751,583,179,0.68
2752,1053,996,0.69
2753,2581,564,0.83
2754,166,440,0.86
2755,708,912,0.95
2756,2182,77,0.78
2757,1510,207,0.57
2758,2793,12,0.62
2759,1162,239,0.78
2760,1936,246,0.69
2761,415,970,0.96
2762,2944,939,0.58
2763,605,532,0.56
2764,1054,837,0.79
2765,2283,153,0.8
2766,2221,190,0.95
2767,860,369,0.54
2768,376,884,0.84
2769,1998,475,0.8
2770,338,782,0.79
2771,1761,94,0.88
2772,2053,613,0.7
2773,1773,57,0.97
2774,1467,175,0.79
2775,604,216,0.59
2776,2077,686,0.81
2777,989,958,0.85
2778,1324,128,0.77
2779,558,203,0.9
2780,1145,114,0.94
2781,523,583,0.85
2782,2799,928,0.94
2783,2535,795,0.79
2784,220,40,0.57
2785,1835,981,0.59
2786,2551,960,0.63
2787,1602,62,0.68
2788,857,19,0.73
2789,2632,15,0.72
2790,2502,772,0.58
2791,2783,962,0.74
2792,147,4,0.99
2793,2514,528,0.69
2794,2849,13,0.67
2795,1370,709,0.79
2796,2548,980,0.53
2797,1168,888,0.86
2798,2644,854,0.8
2799,347,727,0.68
2800,345,508,0.56
2801,533,76,0.81
2802,2661,60,0.77
2803,420,885,0.84
2804,681,247,0.77
2805,731,650,0.64
2806,457,647,0.67
2807,2629,282,0.98
2808,1588,572,0.89
2809,2972,514,0.76
2810,1553,508,0.69
2811,952,785,0.87
2812,274,454,0.91
2813,1234,974,0.91
2814,2789,431,0.77
2815,2138,460,0.94
2816,2122,695,0.96
2817,2404,188,0.98
2818,2538,989,0.94
2819,1821,130,0.56
2820,683,467,0.55
2821,2907,461,0.65
2822,1191,6,0.83
2823,1474,416,0.74
2824,2886,395,0.51
2825,1274,324,0.65
2826,1886,204,0.78
2827,1820,49,0.93
2828,632,841,0.97
2829,2518,209,0.95
2830,1890,615,0.52
2831,2654,543,0.57
2832,2456,353,0.74
2833,1943,468,0.85
2834,725,733,0.77
2835,2908,74,0.69
2836,288,440,0.67
2837,312,490,0.69
2838,2818,80,0.55
2839,1051,75,0.82
2840,1526,738,0.73
2841,2279,68,0.83
2842,686,889,0.61
2843,1624,882,0.79
2844,504,867,0.5
2845,1531,698,0.79
2846,330,535,0.93
2847,2211,660,0.97
2848,2769,435,0.82
2849,278,237,0.5
2850,2051,865,0.65
2851,2786,107,0.57
2852,336,398,0.84
2853,2936,24,0.92
2854,1722,443,0.66
2855,1355,672,0.69
2856,1635,222,0.73
2857,1612,908,0.56
2858,2838,568,0.85
2859,1308,823,0.81
2860,637,869,0.96
2861,1186,984,0.91
2862,1254,385,0.81
2863,162,143,0.97
2864,1948,180,0.82
2865,1673,780,0.84
2866,2715,891,0.86
2867,188,719,0.9
2868,767,410,0.65
2869,2025,516,0.57
2870,2077,711,0.88
2871,2637,299,0.96
2872,533,615,0.8
2873,2592,576,0.52
2874,719,132,0.79
2875,354,817,0.56
2876,567,713,0.59
2877,707,222,0.9
2878,596,437,0.95
2879,2953,860,0.5
2880,531,46,0.93
2881,1823,942,0.8
2882,1428,45,0.96
2883,1089,453,0.52
2884,2186,770,0.61
2885,1410,67,0.71
2886,886,699,0.79
2887,2827,654,0.85
2888,520,640,0.7
2889,2247,234,0.91
2890,2,700,0.85
2891,449,33,0.72
2892,755,811,0.83
2893,1486,192,0.54
2894,744,886,0.5
2895,1291,865,0.68
2896,2622,699,0.98
2897,2393,452,0.54
2898,1930,189,0.84
2899,1036,696,0.59
2900,1454,298,0.68
2901,631,685,0.67
2902,1816,290,0.86
2903,2344,836,0.58
2904,1950,965,0.73
2905,729,388,0.74
2906,2293,847,0.65
2907,1772,930,0.89
2908,464,594,0.6
2909,1624,227,0.8
2910,2807,679,0.8
2911,1612,110,0.94
2912,236,871,0.67
2913,2009,277,0.86
2914,2007,206,0.69
2915,71,993,0.8
2916,1747,156,0.77
2917,1695,409,0.58
2918,273,324,0.76
2919,1464,69,0.78
2920,1245,100,0.62
2921,831,996,0.59
2922,867,372,0.87
2923,954,871,0.61
2924,2708,419,0.65
2925,2901,498,0.5
2926,457,830,0.83
2927,553,286,0.84
2928,2334,628,0.51
2929,2258,600,0.71
2930,447,233,0.84
2931,91,859,0.97
2932,1033,804,0.57
2933,160,589,0.99
2934,2710,490,0.75
2935,570,568,0.57
2936,2321,33,0.59
2937,1516,779,0.81
2938,1523,901,0.93
2939,1064,818,0.72
2940,1890,235,0.6
2941,129,609,0.99
2942,829,29,0.78
2943,1643,508,0.91
2944,1179,500,0.86
2945,2327,28,0.87
2946,2766,234,0.75
2947,2992,736,0.59
2948,2993,503,0.9
2949,2910,746,0.97
2950,1829,205,0.92
2951,2484,660,0.63
2952,291,436,0.5
2953,1104,91,0.73
2954,1142,755,0.88
2955,1674,556,0.71
2956,2837,549,0.65
2957,2488,632,0.62
2958,1094,502,0.84
2959,690,691,0.7
2960,1971,632,0.69
2961,1897,664,0.78
2962,1072,508,0.67
2963,1647,560,0.82
2964,1270,283,0.76
2965,2379,512,0.71
2966,1428,503,0.93
2967,1836,561,0.82
2968,287,408,0.89
2969,1347,654,0.92
2970,2781,361,0.99
2971,643,615,0.89
2972,2586,53,0.72
2973,1890,716,0.94
2974,759,630,0.55
2975,1706,765,0.99
2976,1690,266,0.67
2977,39,171,0.54
2978,1153,424,0.95
2979,88,843,0.86
2980,894,98,0.97
2981,1408,712,0.57
2982,1430,468,0.54
2983,17,528,0.63
2984,2061,17,0.93
2985,1442,319,0.91
2986,92,618,0.66
2987,849,986,0.57
2988,1674,772,0.69
2989,863,77,0.55
2990,1698,992,0.69
2991,820,218,0.82
2992,2511,746,0.68
2993,1829,95,0.54
2994,1578,129,0.77
2995,440,138,0.52
2996,2988,636,0.69
2997,2577,657,0.96
2998,909,754,0.97
2999,636,605,0.71
3000,1348,417,0.88
3001,2427,89,0.62
3002,1106,389,0.62
3003,2831,504,0.93
3004,581,164,0.65
3005,1126,221,0.53
3006,2067,479,0.55
3007,2542,580,0.86
3008,1044,985,0.67
3009,597,676,0.51
3010,430,580,0.71
3011,547,372,0.92
3012,2174,700,0.85
3013,483,948,0.78
3014,1620,671,0.58
3015,2340,982,0.97
3016,1167,952,0.52
3017,1319,644,0.96
3018,1951,67,0.96
3019,2663,345,0.56
3020,1842,232,0.98
3021,146,928,0.86
3022,1689,409,0.68
3023,2063,81,0.52
3024,2407,440,0.74
3025,894,707,0.6
3026,1843,681,0.7
3027,2161,644,0.91
3028,458,63,0.69
3029,278,130,0.53
3030,109,144,0.87
3031,513,674,0.83
3032,506,543,0.62
3033,2798,793,0.79
3034,1409,391,0.5
3035,1218,927,0.57
3036,2913,243,0.69
3037,369,509,0.63
3038,2873,336,0.84
3039,2138,317,0.6
3040,1812,211,0.64
3041,1105,938,0.81
3042,84,761,0.85
3043,551,859,0.98
3044,95,555,0.91
3045,842,911,0.68
3046,2282,64,0.92
3047,839,231,0.83
3048,1901,925,0.74
3049,2429,417,0.78
3050,1426,738,0.69
3051,923,97,0.52
3052,642,506,0.61
3053,685,868,0.52
3054,91,395,0.84
3055,2713,191,0.72
3056,2654,808,0.9
3057,1055,828,0.66
3058,10,753,0.93
3059,648,160,0.92
3060,99,701,0.52
3061,1765,817,0.55
3062,434,357,0.83
3063,1053,108,0.67
3064,2810,241,0.77
3065,474,742,0.7
3066,126,43,0.94
3067,390,667,0.93
3068,1040,124,0.8
3069,2907,220,0.93
3070,1320,426,0.57
3071,1128,537,0.71
3072,504,684,0.97
3073,1244,358,0.9
3074,2595,7,0.62
3075,545,235,0.95
3076,523,980,0.87
3077,2584,611,0.86
3078,371,10,0.7
3079,1527,621,0.53
3080,1781,477,0.67
3081,36,739,0.63
3082,2353,869,0.81
3083,1357,900,0.68
3084,2213,953,0.94
3085,2817,284,0.55
3086,1760,762,0.65
3087,2626,155,0.91
3088,1689,731,0.56
3089,2314,645,0.82
3090,492,169,0.69
3091,1607,376,0.69
3092,168,904,0.55
3093,1253,708,0.63
3094,1926,523,0.61
3095,2537,32,0.71
3096,1248,553,0.68
3097,2647,542,0.96
3098,2713,132,0.85
3099,2207,721,0.66
3100,909,836,0.54
3101,2583,214,0.95
3102,1783,543,0.72
3103,1359,585,0.84
3104,1369,68,0.71
3105,1761,349,0.86
3106,289,691,0.79
3107,1505,692,0.82
3108,843,272,0.9
3109,1347,157,0.57
3110,627,173,0.59
3111,1988,535,0.68
3112,1834,912,0.52
3113,1057,134,0.72
3114,1276,308,0.77
3115,1584,812,0.97
3116,125,662,0.87
3117,2392,123,0.99
3118,2549,254,0.92
3119,259,905,0.92
3120,825,913,0.9
3121,871,99,0.8
3122,873,191,0.95
3123,928,947,0.84
3124,381,776,0.54
3125,2095,244,0.64
3126,1409,737,0.97
3127,2454,744,0.66
3128,694,108,0.68
3129,2470,363,0.5
3130,2457,680,0.98
3131,1793,789,0.7
3132,222,221,0.96
3133,56,384,0.78
3134,230,621,0.77
3135,1283,306,0.83
3136,563,749,0.82
3137,927,52,0.95
3138,515,663,0.68
3139,1671,493,0.95
3140,2920,30,0.67
3141,1059,358,0.81
3142,1296,88,0.56
3143,1615,842,0.67
3144,2566,827,0.55
3145,1045,74,0.88
3146,139,472,0.95
3147,733,770,0.89
3148,508,624,0.83
3149,2997,24,0.84
3150,2680,994,0.86
3151,1134,480,0.9
3152,2645,534,0.83
3153,1444,452,0.97
3154,1924,371,0.7
3155,2294,652,0.82
3156,1276,836,0.72
3157,2560,133,0.89
3158,1100,31,0.58
3159,2490,95,0.91
3160,2574,14,0.75
3161,2473,701,0.6
3162,735,901,0.97
3163,1946,887,0.55
3164,818,15,0.62
3165,257,127,0.97
3166,2722,151,0.95
3167,136,126,0.83
3168,372,270,0.95
3169,1922,55,0.58
3170,702,511,0.69
3171,1242,945,0.95
3172,1643,231,0.68
3173,302,410,0.87
3174,2341,788,0.72
3175,1781,430,0.55
3176,2684,288,0.69
3177,2260,25,0.89
3178,2634,186,0.71
3179,606,784,0.9
3180,1155,3,0.52
3181,809,765,0.85
3182,2359,612,0.71
3183,2559,813,0.8
3184,987,865,0.76
3185,882,432,0.72
3186,325,508,0.51
3187,299,771,0.54
3188,2337,910,0.73
3189,490,453,0.62
3190,1881,33,0.65
3191,1072,339,0.78
3192,2327,618,0.56
3193,2111,3,0.55
3194,733,555,0.82
3195,172,973,0.63
3196,2936,836,0.92
3197,164,17,0.62
3198,1251,66,0.62
3199,1966,696,0.96
3200,1077,85,0.88
3201,1835,363,0.71
3202,1151,683,0.89
3203,763,215,0.72
3204,266,490,0.99
3205,2800,442,0.89
3206,2232,515,0.59
3207,1865,230,0.79
3208,1469,36,0.57
3209,1332,336,0.92
3210,1641,91,0.83
3211,156,668,0.7
3212,1097,368,0.82
3213,867,886,0.78
3214,2279,637,0.74
3215,1008,69,0.78
3216,682,796,0.85
3217,2218,55,0.92
3218,1285,871,0.54
3219,2060,543,0.72
3220,1101,470,0.54
3221,1566,62,0.68
3222,1207,522,0.73
3223,2234,39,0.8
3224,1234,761,0.76
3225,1129,749,0.52
3226,1511,242,0.66
3227,2387,727,0.72
3228,1695,969,0.67
3229,1849,327,0.86
3230,1703,396,0.85
3231,1660,117,0.87
3232,2525,666,0.52
3233,1374,712,0.79
3234,2660,683,0.54
3235,870,675,0.69
3236,1401,317,0.78
3237,1663,853,0.7
3238,2912,252,0.59
3239,284,808,0.61
3240,2182,998,0.86
3241,1392,3,0.87
3242,2851,690,0.84
3243,357,202,0.77
3244,2043,612,0.58
3245,1312,708,0.57
3246,357,284,0.65
3247,383,161,0.79
3248,1853,451,0.94
3249,923,76,0.92
3250,1323,825,0.63
3251,85,158,0.83
3252,2812,229,0.93
3253,229,813,0.56
3254,879,925,0.67
3255,322,728,0.82
3256,912,59,0.72
3257,2271,910,0.61
3258,1413,902,0.82
3259,602,970,0.55
3260,1372,470,0.61
3261,1386,110,0.55
3262,758,719,0.88
3263,2567,343,0.59
3264,609,494,0.85
3265,349,290,0.9
3266,1201,812,0.73
3267,40,358,0.61
3268,1923,86,0.51
3269,29,820,0.9
3270,1871,683,0.51
3271,2482,119,0.67
3272,294,174,0.74
3273,1998,208,0.92
3274,592,666,0.6
3275,2157,867,0.78
3276,2209,670,0.87
3277,431,202,0.7
3278,2814,628,0.54
3279,2439,394,0.61
3280,278,303,0.79
3281,1882,521,0.95
3282,629,2,0.65
3283,1335,789,0.7
3284,1377,922,0.57
3285,2379,89,0.65
3286,1522,286,0.88
3287,733,102,0.55
3288,2408,53,0.67
3289,579,161,0.54
3290,1116,518,0.73
3291,1895,103,0.9
3292,2573,156,0.66
3293,893,933,0.88
3294,1791,370,0.74
3295,974,276,0.52
3296,432,820,0.6
3297,1208,778,0.97
3298,708,863,0.84
3299,2229,604,0.8
3300,2472,906,0.92
3301,2320,643,0.7
3302,1929,598,0.89
3303,2808,629,0.53
3304,1564,195,0.78
3305,1928,519,0.79
3306,2103,19,0.98
3307,2475,91,0.99
3308,2998,823,0.52
3309,2948,318,0.93
3310,2583,308,0.78
3311,2162,536,0.97
3312,1164,3,0.52
3313,315,716,0.55
3314,2840,102,0.51
3315,752,290,0.51
3316,2885,16,0.77
3317,1047,760,0.76
3318,104,427,0.71
3319,550,16,0.92
3320,690,292,0.7
3321,1683,111,0.52
3322,578,485,0.95
3323,896,797,0.89
3324,1444,426,0.62
3325,1379,21,0.69
3326,2185,676,0.86
3327,2018,815,0.75
3328,934,666,0.84
3329,2538,710,0.89
3330,517,939,0.6
3331,733,87,0.66
3332,578,191,0.51
3333,2134,641,0.74
3334,2342,130,0.69
3335,660,856,0.86
3336,998,892,0.85
3337,1951,992,0.57
3338,365,375,0.66
3339,1330,188,0.54
3340,542,878,0.87
3341,973,463,0.51
3342,2594,5,0.85
3343,2804,368,0.9
3344,1076,446,0.87
3345,2490,346,0.71
3346,11,256,0.8
3347,512,269,0.61
3348,981,733,0.84
3349,775,654,0.72
3350,2692,726,0.97
3351,2904,476,0.9
3352,2633,911,0.88
3353,1494,158,0.93
3354,2412,855,0.98
3355,2943,572,0.86
3356,15,743,0.82
3357,1757,723,0.64
3358,467,871,0.79
3359,2241,514,0.69
3360,2585,141,0.99
3361,2649,441,0.66
3362,901,367,0.55
3363,309,807,0.88
3364,2907,137,0.82
3365,61,464,0.88
3366,2689,790,0.72
3367,470,73,0.68
3368,2221,188,0.96
3369,423,709,0.62
3370,275,627,0.56
3371,615,441,0.79
3372,496,455,0.77
3373,357,427,0.56
3374,45,740,0.62
3375,1728,853,0.74
3376,2204,612,0.83
3377,52,184,0.84
3378,1991,5,0.9
3379,2311,645,0.61
3380,416,518,0.56
3381,639,828,0.81
3382,1122,879,0.69
3383,2408,783,0.84
3384,1660,599,0.75
3385,1786,545,0.57
3386,1738,942,0.51
3387,1792,45,0.51
3388,1031,24,0.64
3389,2277,104,0.75
3390,2030,267,0.76
3391,1310,650,0.6
3392,1765,189,0.51
3393,1052,254,0.79
3394,858,838,0.61
3395,331,637,0.81
3396,2436,456,0.57
3397,69,416,0.62
3398,1305,909,0.8
3399,2452,391,0.97
3400,1440,78,0.75
3401,1113,468,0.55
3402,1308,515,0.52
3403,1055,203,0.71
3404,1842,196,0.9
3405,369,233,0.67
3406,539,628,0.85
3407,318,114,0.88
3408,1099,938,0.96
3409,514,747,0.93
3410,829,391,0.88
3411,2073,466,0.5
3412,2868,188,0.84
3413,482,34,0.88
3414,2030,717,0.7
3415,1073,983,0.86
3416,1609,903,0.72
3417,1878,332,0.51
3418,716,663,0.66
3419,2519,247,0.62
3420,2310,14,0.5
3421,1720,856,0.84
3422,2806,917,0.96
3423,1859,830,0.55
3424,840,419,0.99
3425,2847,383,0.9
3426,2943,882,0.78
3427,1455,340,0.66
3428,586,360,0.93
3429,1435,781,0.93
3430,2477,732,0.51
3431,1075,898,0.89
3432,1433,427,0.93
3433,1727,74,0.78
3434,43,612,0.9
3435,1314,520,0.68
3436,788,605,0.7
3437,668,887,0.64
3438,615,609,0.99
3439,440,736,0.98
3440,382,806,0.97
3441,63,230,0.59
3442,910,21,0.93
3443,290,96,0.88
3444,1154,865,0.91
3445,636,314,0.69
3446,597,539,0.98
3447,2893,407,0.59
3448,1557,73,0.98
3449,1141,814,0.88
3450,2067,56,0.82
3451,339,873,0.81
3452,567,626,0.73
3453,459,741,0.81
3454,1421,719,0.81
3455,1066,455,0.83
3456,243,81,0.62
3457,625,277,0.63
3458,2243,758,0.82
3459,483,488,0.62
3460,2404,81,0.82
3461,802,72,0.97
3462,628,946,0.99
3463,1863,123,0.56
3464,692,871,0.64
3465,523,177,0.6
3466,2846,111,0.97
3467,521,320,0.93
3468,2993,964,0.7
3469,2655,237,0.64
3470,1200,3,0.88
3471,973,779,0.97
3472,2783,558,0.83
3473,822,559,0.69
3474,2176,991,0.81
3475,626,824,0.81
3476,2384,942,0.86
3477,950,215,0.91
3478,1664,748,0.5
3479,1309,380,0.8
3480,2585,541,0.59
3481,2149,639,0.95
3482,286,555,0.51
3483,479,760,0.67
3484,1608,30,0.92
3485,788,774,0.84
3486,2686,594,0.91
3487,2154,701,0.51
3488,1662,20,0.79
3489,2595,386,0.7
3490,714,166,0.96
3491,2717,966,0.64
3492,2598,569,0.62
3493,2809,5,0.92
3494,1510,835,0.64
3495,63,116,0.85
3496,533,504,0.57
3497,2354,783,0.86
3498,73,705,0.73
3499,1383,37,0.85
3500,2907,872,0.59
3501,1381,707,0.96
3502,702,52,0.52
3503,1578,736,0.51
3504,444,832,0.96
3505,1416,879,0.98
3506,1378,452,0.87
3507,20,464,0.74
3508,310,987,0.95
3509,1999,431,0.93
3510,359,726,0.73
3511,366,257,0.73
3512,1381,367,0.63
3513,1224,326,0.75
3514,2166,789,0.61
3515,2770,190,0.5
3516,1868,4,0.66
3517,649,659,0.84
3518,414,602,0.84
3519,1537,55,0.56
3520,1150,275,0.81
3521,2511,755,0.65
3522,2809,595,0.77
3523,552,474,0.89
3524,772,924,0.8
3525,2212,694,0.96
3526,552,675,0.84
3527,2200,315,0.88
3528,112,30,0.57
3529,2469,973,0.95
3530,1642,685,0.98
3531,2349,235,0.92
3532,2148,964,0.55
3533,1989,915,0.56
3534,1434,177,0.82
3535,1000,915,0.85
3536,2278,275,0.63
3537,907,166,0.57
3538,556,571,0.87
3539,733,398,0.9
3540,1763,417,0.91
3541,1099,342,0.94
3542,295,556,0.83
3543,2834,860,0.85
3544,2360,832,0.88
3545,2077,562,0.62
3546,2376,293,0.85
3547,1207,28,0.79
3548,1595,56,0.54
3549,34,59,0.74
3550,2701,605,0.64
3551,2458,561,0.84
3552,1194,352,0.99
3553,1219,959,0.58
3554,35,688,0.59
3555,274,82,0.78
3556,975,44,0.78
3557,65,641,0.85
3558,65,777,0.93
3559,2537,687,0.5
3560,1359,913,0.85
3561,2228,496,0.92
3562,573,487,0.72
3563,2095,620,0.68
3564,2912,293,0.91
3565,924,551,0.84
3566,2919,490,0.7
3567,484,549,0.7
3568,1067,687,0.66
3569,695,745,0.6
3570,599,154,0.54
3571,1576,363,0.88
3572,2628,74,0.71
3573,889,224,0.64
3574,1647,269,0.51
3575,1931,814,0.67
3576,1598,216,0.98
3577,1336,770,0.67
3578,1093,719,0.81
3579,1457,72,0.62
3580,578,166,0.58
3581,2070,280,0.66
3582,541,907,0.91
3583,2170,804,0.67
3584,1679,669,0.83
3585,1786,521,0.65
3586,167,923,0.79
3587,2215,84,0.77
3588,2406,457,0.77
3589,386,361,0.65
3590,943,853,0.91
3591,2875,637,0.79
3592,1086,719,0.95
3593,1091,547,0.64
3594,1166,643,0.82
3595,1602,447,0.75
3596,464,674,0.55
3597,495,95,0.69
3598,571,751,0.93
3599,1327,211,0.87
3600,185,313,0.86
3601,1254,5,0.74
3602,2466,688,0.58
3603,23,738,0.68
3604,359,475,0.54
3605,2828,65,0.72
3606,939,607,0.71
3607,1346,590,0.52
3608,281,219,0.54
3609,1108,297,0.79
3610,2718,197,0.65
3611,525,396,0.55
3612,537,267,0.8
3613,1758,924,0.84
3614,17,838,0.53
3615,2507,964,0.83
3616,2788,10,0.62
3617,634,874,0.65
3618,2065,222,0.77
3619,401,408,0.67
3620,2941,712,0.96
3621,394,1,0.65
3622,180,877,0.79
3623,843,973,0.51
3624,2299,462,0.83
3625,849,197,0.71
3626,1755,830,0.8
3627,2613,378,0.55
3628,419,539,0.82
3629,1521,1,0.66
3630,27,108,0.69
3631,75,132,0.9
3632,1329,214,0.8
3633,1419,927,0.76
3634,1294,674,0.52
3635,2272,635,0.65
3636,911,695,0.92
3637,2633,187,0.56
3638,2230,269,0.71
3639,1921,768,0.81
3640,2416,771,0.54
3641,2964,512,0.55
3642,585,33,0.8
3643,2832,67,0.63
3644,2292,537,0.75
3645,1171,442,0.67
3646,1754,911,0.52
3647,975,128,0.84
3648,270,993,0.96
3649,378,599,0.69
3650,1692,432,0.7
3651,1886,424,0.75
3652,428,37,0.73
3653,2294,26,0.54
3654,1115,894,0.57
3655,2582,456,0.77
3656,578,666,0.86
3657,1759,414,0.89
3658,957,342,0.61
3659,1427,653,0.94
3660,1147,411,0.95
3661,364,509,0.76
3662,455,502,0.79
3663,1715,752,0.67
3664,2163,36,0.67
3665,2231,568,0.92
3666,2315,915,0.89
3667,1811,613,0.89
3668,391,14,0.65
3669,884,5,0.96
3670,2892,712,0.86
3671,483,467,0.66
3672,1984,504,0.54
3673,2492,609,0.79
3674,2365,564,0.87
3675,196,24,0.97
3676,837,390,0.52
3677,164,643,0.79
3678,2193,271,0.65
3679,739,322,0.71
3680,2202,560,0.7
3681,2559,615,0.59
3682,1902,960,0.91
3683,983,979,0.94
3684,1436,769,0.92
3685,1344,199,0.5
3686,1568,211,0.72
3687,959,345,0.82
3688,308,677,0.67
3689,2169,308,0.77
3690,190,91,0.86
3691,2874,635,0.52
3692,653,581,0.6
3693,672,80,0.96
3694,184,484,0.64
3695,597,570,0.73
3696,38,408,0.66
3697,316,221,0.93
3698,2285,394,0.65
3699,1717,150,0.89
3700,1255,253,0.52
3701,1913,16,0.56
3702,79,266,0.82
3703,3,862,0.63
3704,2258,220,0.96
3705,1858,773,0.7
3706,1223,304,0.64
3707,2956,667,0.95
3708,2200,110,0.79
3709,2492,830,0.82
3710,588,537,0.88
3711,9,663,0.96
3712,2395,443,0.95
3713,1023,922,0.67
3714,2753,507,0.81
3715,216,338,0.67
3716,1877,167,0.51
3717,1728,965,0.89
3718,2601,847,0.82
3719,1745,353,0.58
3720,458,723,0.66
3721,1251,628,0.93
3722,105,288,0.84
3723,1454,994,0.76
3724,1795,816,0.7
3725,2211,778,0.83
3726,1818,66,0.63
3727,2309,329,0.56
3728,2872,848,0.66
3729,1125,176,0.71
3730,185,663,0.71
3731,274,145,0.77
3732,123,932,0.67
3733,292,31,0.98
3734,90,477,0.86
3735,2374,578,0.58
3736,348,552,0.81
3737,605,317,0.93
3738,2662,936,0.78
3739,2824,919,0.57
3740,506,866,0.96
3741,1666,642,0.63
