ProductID,VendorID,CategoryID,SubCategoryID,ProductName,Price,Discount,Rating,Color,StrapMaterial,WarrantyMonths,Stock
362,1,1,3,Titan Model 362,3264,0,4.3,Black,Silicone,12,120
363,10,1,2,Ajanta Model 363,15336,0,3.5,Green,Silicone,12,48
364,6,2,9,Fossil Model 364,5037,0,4.5,Blue,Nylon,36,81
365,4,3,13,Casio Model 365,19250,15,4.1,Black,Metal,36,175
366,5,3,15,Timex Model 366,7438,10,4.9,Green,Silicone,24,292
367,9,3,14,Fire-Boltt Model 367,8715,25,4.2,Blue,Silicone,36,171
368,1,2,10,Titan Model 368,3041,15,3.8,Black,Metal,12,99
369,10,2,10,Ajanta Model 369,8336,5,4.2,Brown,Metal,36,38
370,7,1,2,Boat Model 370,18674,25,3.7,Black,Leather,12,31
371,11,2,8,Citizen Model 371,13260,25,4.3,Green,Rubber,12,63
372,10,1,5,Ajanta Model 372,24656,0,3.9,Brown,Silicone,24,260
373,1,1,4,Titan Model 373,6703,5,4.6,Black,Rubber,24,289
374,4,2,8,Casio Model 374,6398,20,4.9,Brown,Metal,12,179
375,9,3,15,Fire-Boltt Model 375,7103,0,4.7,Silver,Nylon,24,272
376,9,3,14,Fire-Boltt Model 376,18429,15,3.6,Silver,Rubber,24,219
377,6,2,10,Fossil Model 377,12123,5,4.9,Green,Rubber,36,260
378,2,1,2,Sonata Model 378,4880,5,4.1,Silver,Silicone,12,29
379,9,3,13,Fire-Boltt Model 379,16916,5,4.8,Blue,Metal,12,129
380,12,3,14,Maxima Model 380,18104,25,4.3,Gold,Nylon,36,259
381,10,2,7,Ajanta Model 381,3261,20,3.9,Silver,Leather,24,240
382,10,3,12,Ajanta Model 382,4981,10,4.6,Silver,Silicone,24,46
383,8,3,14,Noise Model 383,3049,20,4.6,Black,Rubber,36,31
384,2,3,12,Sonata Model 384,10284,10,4.7,Gold,Leather,12,97
385,3,3,13,Fastrack Model 385,24067,5,3.9,Brown,Leather,24,120
386,1,3,12,Titan Model 386,12673,20,4.4,Green,Leather,12,263
387,1,1,6,Titan Model 387,7076,20,4.6,Blue,Metal,24,77
388,6,1,1,Fossil Model 388,16842,10,3.8,Brown,Silicone,36,53
389,11,3,13,Citizen Model 389,20297,25,4.1,Silver,Rubber,36,45
390,3,3,15,Fastrack Model 390,16830,20,3.5,Gold,Rubber,24,158
391,11,3,15,Citizen Model 391,4744,20,4.4,Silver,Metal,12,124
392,11,1,5,Citizen Model 392,2461,25,3.9,Green,Rubber,12,67
393,2,2,8,Sonata Model 393,23677,5,4.5,Blue,Nylon,12,194
394,9,3,12,Fire-Boltt Model 394,5340,15,4.4,Brown,Leather,12,126
395,6,1,5,Fossil Model 395,8830,5,4.9,Brown,Metal,24,291
396,9,1,1,Fire-Boltt Model 396,23095,25,4.1,Gold,Silicone,24,65
397,7,2,8,Boat Model 397,938,10,4.7,Green,Metal,12,130
398,11,1,1,Citizen Model 398,7556,10,3.7,Silver,Silicone,36,278
399,2,2,8,Sonata Model 399,10324,25,4.7,Silver,Silicone,24,105
400,2,1,6,Sonata Model 400,2351,25,3.5,Green,Rubber,24,130
401,5,2,9,Timex Model 401,1283,15,4.6,Silver,Leather,36,146
402,6,2,11,Fossil Model 402,3711,20,4.1,Silver,Metal,24,261
403,1,2,7,Titan Model 403,24927,20,3.8,Brown,Rubber,36,295
404,11,1,5,Citizen Model 404,7856,25,4.4,Gold,Rubber,36,169
405,3,1,5,Fastrack Model 405,22886,25,4.7,Blue,Nylon,12,136
406,12,1,3,Maxima Model 406,24684,5,4.1,Gold,Leather,12,228
407,4,3,12,Casio Model 407,22475,10,4.5,Gold,Leather,12,60
408,1,1,2,Titan Model 408,16661,10,3.6,Blue,Nylon,36,51
409,12,3,13,Maxima Model 409,1437,0,4.4,Green,Silicone,24,7
410,12,1,6,Maxima Model 410,23360,20,4.4,Gold,Metal,24,52
411,5,2,11,Timex Model 411,17513,5,4.9,Black,Nylon,12,117
412,7,2,11,Boat Model 412,22986,5,4.5,Green,Leather,24,202
413,2,3,12,Sonata Model 413,7435,0,4.0,Black,Silicone,12,85
414,1,3,13,Titan Model 414,18823,15,4.2,Green,Metal,24,58
415,8,1,1,Noise Model 415,13174,20,4.9,Black,Metal,24,292
416,2,2,8,Sonata Model 416,1206,20,4.4,Black,Nylon,36,12
417,10,1,6,Ajanta Model 417,9382,15,4.9,Brown,Rubber,12,18
418,9,3,12,Fire-Boltt Model 418,15568,5,4.6,Brown,Nylon,12,293
419,2,1,4,Sonata Model 419,17846,25,4.3,Green,Nylon,24,28
420,9,3,12,Fire-Boltt Model 420,23612,0,4.3,Gold,Silicone,36,182
421,6,3,12,Fossil Model 421,19717,20,4.7,Silver,Rubber,12,47
422,8,2,7,Noise Model 422,15739,10,4.1,Blue,Leather,24,71
423,12,1,1,Maxima Model 423,2512,5,3.6,Black,Rubber,36,100
424,11,1,4,Citizen Model 424,16444,20,3.8,Gold,Metal,36,64
425,4,1,2,Casio Model 425,17662,0,4.2,Brown,Rubber,12,138
426,11,1,5,Citizen Model 426,15638,0,4.1,Gold,Rubber,12,29
427,5,3,15,Timex Model 427,8437,25,5.0,Black,Rubber,24,127
428,10,3,15,Ajanta Model 428,14950,25,4.7,Brown,Silicone,12,120
429,2,2,10,Sonata Model 429,17735,25,4.8,Black,Metal,36,288
430,6,3,13,Fossil Model 430,3925,25,4.9,Blue,Silicone,36,171
431,12,3,12,Maxima Model 431,24599,15,5.0,Blue,Leather,12,197
432,1,3,15,Titan Model 432,13935,25,3.6,Brown,Nylon,12,232
433,8,1,5,Noise Model 433,19428,5,4.9,Black,Leather,24,292
434,6,3,15,Fossil Model 434,16737,5,4.8,Blue,Silicone,36,245
435,1,3,13,Titan Model 435,5441,0,4.6,Green,Rubber,36,132
436,6,3,13,Fossil Model 436,2239,15,5.0,Blue,Rubber,12,52
437,9,1,4,Fire-Boltt Model 437,17917,0,4.6,Brown,Leather,24,72
438,6,2,7,Fossil Model 438,6174,0,3.6,Black,Rubber,12,97
439,9,2,10,Fire-Boltt Model 439,9171,0,4.6,Green,Rubber,12,263
440,6,2,9,Fossil Model 440,11118,25,4.2,Silver,Nylon,36,176
441,12,1,5,Maxima Model 441,18402,5,4.3,Gold,Metal,12,143
442,7,2,7,Boat Model 442,6622,20,4.0,Blue,Nylon,12,34
443,6,3,13,Fossil Model 443,20214,15,4.4,Black,Nylon,36,255
444,5,3,14,Timex Model 444,2272,10,4.0,Silver,Nylon,12,201
445,11,2,10,Citizen Model 445,15757,25,3.7,Blue,Rubber,12,194
446,1,2,10,Titan Model 446,20937,25,4.0,Brown,Silicone,36,228
447,9,1,3,Fire-Boltt Model 447,1021,25,3.9,Gold,Rubber,12,139
448,5,3,13,Timex Model 448,18833,20,4.2,Brown,Silicone,36,300
449,1,3,12,Titan Model 449,10639,5,3.7,Silver,Rubber,24,230
450,10,3,12,Ajanta Model 450,20942,10,3.9,Silver,Silicone,36,254
451,6,3,13,Fossil Model 451,2827,10,4.1,Blue,Leather,12,272
452,7,3,12,Boat Model 452,22829,0,3.5,Blue,Metal,36,201
453,6,1,1,Fossil Model 453,5995,10,4.4,Green,Leather,36,81
454,7,3,13,Boat Model 454,12541,15,3.5,Silver,Nylon,36,120
455,1,1,2,Titan Model 455,7229,15,4.8,Brown,Silicone,24,188
456,12,1,2,Maxima Model 456,11915,25,4.8,Green,Silicone,24,212
457,4,3,12,Casio Model 457,10125,5,3.5,Green,Silicone,12,202
458,2,3,12,Sonata Model 458,22610,20,4.8,Green,Silicone,24,286
459,3,3,14,Fastrack Model 459,8986,25,4.7,Blue,Leather,12,295
460,2,1,2,Sonata Model 460,22132,25,3.8,Brown,Metal,36,256
461,9,2,7,Fire-Boltt Model 461,15693,15,4.7,Silver,Rubber,36,204
462,12,3,13,Maxima Model 462,17055,0,3.7,Blue,Metal,36,184
463,4,3,13,Casio Model 463,24163,5,4.2,Brown,Nylon,12,142
464,2,3,13,Sonata Model 464,3854,0,3.8,Gold,Nylon,24,265
465,1,2,9,Titan Model 465,10726,0,4.6,Black,Rubber,12,17
466,4,2,10,Casio Model 466,15850,25,4.5,Blue,Nylon,12,81
467,9,1,4,Fire-Boltt Model 467,22651,15,3.8,Blue,Leather,36,237
468,6,1,6,Fossil Model 468,19970,15,4.5,Black,Silicone,12,219
469,6,1,3,Fossil Model 469,23274,25,4.5,Silver,Metal,12,44
470,12,2,7,Maxima Model 470,12265,20,4.4,Silver,Nylon,36,282
471,2,2,9,Sonata Model 471,15072,25,3.7,Green,Leather,24,160
472,4,2,11,Casio Model 472,22829,0,3.6,Blue,Leather,12,251
473,6,1,4,Fossil Model 473,829,20,4.0,Green,Metal,24,53
474,11,1,1,Citizen Model 474,23435,0,3.9,Brown,Nylon,12,102
475,5,3,12,Timex Model 475,2191,25,3.6,Black,Leather,36,62
476,1,2,7,Titan Model 476,3347,5,3.9,Brown,Leather,36,252
477,3,3,12,Fastrack Model 477,9572,25,3.9,Blue,Silicone,12,172
478,8,2,8,Noise Model 478,13393,10,4.2,Gold,Leather,12,27
479,5,2,9,Timex Model 479,2002,15,4.2,Black,Silicone,12,68
480,2,2,9,Sonata Model 480,18261,15,4.7,Brown,Rubber,12,265
481,7,3,13,Boat Model 481,7870,5,5.0,Green,Silicone,12,90
482,4,1,1,Casio Model 482,1192,5,3.6,Black,Metal,12,227
483,11,1,3,Citizen Model 483,17507,10,4.3,Green,Leather,12,255
484,6,2,7,Fossil Model 484,9860,25,4.4,Blue,Silicone,12,269
485,1,3,12,Titan Model 485,8476,5,4.6,Green,Leather,12,164
486,3,3,12,Fastrack Model 486,14233,5,4.2,Black,Leather,12,109
487,11,3,14,Citizen Model 487,8493,25,3.5,Black,Leather,12,267
488,12,1,5,Maxima Model 488,22728,25,3.6,Gold,Silicone,24,71
489,10,3,13,Ajanta Model 489,5674,25,4.7,Silver,Silicone,12,99
490,10,1,6,Ajanta Model 490,7253,20,4.8,Brown,Metal,36,69
491,1,1,1,Titan Model 491,8701,0,4.9,Brown,Nylon,12,234
492,5,1,4,Timex Model 492,16074,5,4.5,Silver,Leather,24,266
493,10,3,15,Ajanta Model 493,18876,20,4.6,Blue,Metal,12,167
494,6,3,13,Fossil Model 494,20481,25,4.8,Brown,Rubber,36,92
495,6,3,15,Fossil Model 495,14271,5,5.0,Gold,Metal,12,254
496,12,3,15,Maxima Model 496,15121,5,4.8,Brown,Metal,24,132
497,11,3,14,Citizen Model 497,14146,5,4.9,Silver,Rubber,36,295
498,8,2,10,Noise Model 498,19452,20,4.6,Blue,Silicone,24,36
499,3,1,1,Fastrack Model 499,4580,20,4.5,Brown,Leather,36,132
500,2,2,11,Sonata Model 500,14513,10,4.3,Blue,Nylon,12,51
501,5,2,8,Timex Model 501,24211,15,4.8,Green,Silicone,24,172
502,10,1,4,Ajanta Model 502,9184,0,4.7,Black,Leather,24,286
503,4,1,2,Casio Model 503,1326,5,4.0,Brown,Silicone,36,75
504,1,3,12,Titan Model 504,21818,15,3.6,Silver,Nylon,36,218
505,8,2,8,Noise Model 505,10951,5,4.5,Black,Rubber,24,94
506,4,2,8,Casio Model 506,19165,5,4.7,Blue,Nylon,12,6
507,6,3,13,Fossil Model 507,18791,5,4.8,Gold,Rubber,24,223
508,2,2,11,Sonata Model 508,8600,10,4.0,Black,Nylon,12,158
509,5,1,1,Timex Model 509,23139,25,4.1,Green,Silicone,12,169
510,2,2,10,Sonata Model 510,5892,0,3.6,Black,Silicone,24,24
511,12,3,13,Maxima Model 511,9657,20,3.7,Silver,Nylon,36,99
512,9,1,3,Fire-Boltt Model 512,11847,10,4.5,Blue,Silicone,24,300
513,12,2,8,Maxima Model 513,6485,25,4.9,Gold,Nylon,24,213
514,11,2,7,Citizen Model 514,21266,25,3.6,Silver,Metal,12,80
515,10,3,12,Ajanta Model 515,7531,10,3.6,Black,Nylon,24,105
516,3,2,10,Fastrack Model 516,21232,5,3.6,Green,Metal,12,123
517,7,1,6,Boat Model 517,12338,10,4.9,Brown,Metal,12,223
518,8,3,12,Noise Model 518,17629,20,4.3,Black,Leather,24,70
519,11,1,3,Citizen Model 519,11728,10,5.0,Black,Leather,36,162
520,5,1,1,Timex Model 520,1448,15,4.7,Green,Silicone,24,31
521,5,2,8,Timex Model 521,12724,15,4.8,Gold,Metal,36,12
522,10,1,1,Ajanta Model 522,24296,0,4.4,Green,Leather,12,117
523,9,1,6,Fire-Boltt Model 523,21755,5,3.6,Gold,Nylon,36,17
524,10,2,7,Ajanta Model 524,17079,25,5.0,Black,Leather,36,191
525,6,3,14,Fossil Model 525,18146,20,4.5,Brown,Nylon,24,76
526,7,1,6,Boat Model 526,6252,0,4.4,Brown,Leather,24,59
527,12,1,2,Maxima Model 527,1518,15,4.5,Gold,Leather,24,233
528,6,3,15,Fossil Model 528,15145,10,4.1,Gold,Nylon,12,159
529,9,1,1,Fire-Boltt Model 529,23621,25,4.6,Blue,Leather,12,48
530,3,2,9,Fastrack Model 530,12024,20,3.5,Gold,Rubber,36,253
531,10,3,14,Ajanta Model 531,18176,0,4.0,Black,Rubber,36,88
532,7,2,11,Boat Model 532,19135,0,3.6,Silver,Rubber,36,274
533,2,3,15,Sonata Model 533,6614,0,4.3,Green,Metal,36,257
534,9,3,13,Fire-Boltt Model 534,1128,5,3.9,Black,Leather,24,262
535,12,2,11,Maxima Model 535,18278,0,4.8,Black,Silicone,24,160
536,8,1,4,Noise Model 536,3136,5,3.7,Gold,Silicone,24,220
537,7,1,6,Boat Model 537,16816,10,4.3,Brown,Nylon,24,289
538,10,2,11,Ajanta Model 538,13729,10,4.6,Silver,Leather,36,290
539,5,2,7,Timex Model 539,16005,20,4.8,Silver,Silicone,12,27
540,8,3,12,Noise Model 540,13233,20,4.6,Green,Rubber,24,39
541,12,1,1,Maxima Model 541,12350,0,3.9,Gold,Metal,24,58
542,12,1,4,Maxima Model 542,24814,0,4.8,Black,Rubber,24,110
543,6,2,11,Fossil Model 543,2758,5,3.8,Gold,Silicone,12,260
544,10,2,9,Ajanta Model 544,19622,15,4.4,Green,Silicone,24,47
545,5,1,2,Timex Model 545,16132,15,3.7,Gold,Silicone,24,221
546,3,3,12,Fastrack Model 546,9469,20,4.6,Silver,Nylon,12,285
547,8,3,13,Noise Model 547,16359,0,4.3,Black,Leather,12,39
548,11,1,6,Citizen Model 548,19769,15,3.7,Green,Silicone,36,291
549,1,2,11,Titan Model 549,24246,5,3.6,Gold,Leather,12,208
550,3,2,11,Fastrack Model 550,19089,5,4.2,Brown,Leather,12,108
551,9,2,8,Fire-Boltt Model 551,17396,15,3.8,Blue,Silicone,24,67
552,7,1,2,Boat Model 552,15175,25,4.2,Black,Nylon,24,29
553,10,2,7,Ajanta Model 553,21421,25,4.8,Silver,Leather,12,295
554,5,2,9,Timex Model 554,15032,5,4.3,Silver,Silicone,36,163
555,5,2,9,Timex Model 555,24420,10,4.2,Blue,Leather,36,47
556,3,2,7,Fastrack Model 556,13096,20,4.4,Brown,Rubber,36,212
557,3,3,15,Fastrack Model 557,19753,5,4.4,Gold,Rubber,12,196
558,2,3,12,Sonata Model 558,1780,25,4.0,Blue,Rubber,12,237
559,10,1,1,Ajanta Model 559,11340,20,3.6,Gold,Silicone,24,265
560,6,1,6,Fossil Model 560,5574,15,3.5,Black,Silicone,24,147
561,5,3,14,Timex Model 561,9118,15,4.2,Black,Nylon,12,102
562,9,2,9,Fire-Boltt Model 562,23520,25,4.0,Blue,Rubber,24,297
563,12,1,5,Maxima Model 563,24221,0,4.0,Gold,Silicone,24,215
564,9,1,4,Fire-Boltt Model 564,7868,15,4.3,Blue,Leather,36,194
565,6,2,7,Fossil Model 565,17596,0,4.1,Black,Metal,24,187
566,1,1,6,Titan Model 566,23742,10,4.7,Blue,Nylon,36,183
567,10,3,14,Ajanta Model 567,22419,10,3.6,Green,Silicone,24,172
568,8,3,14,Noise Model 568,1389,20,4.1,Black,Nylon,24,256
569,10,1,3,Ajanta Model 569,17111,15,3.8,Blue,Metal,24,235
570,2,2,7,Sonata Model 570,12835,5,4.0,Silver,Metal,12,135
571,6,1,2,Fossil Model 571,22285,10,4.0,Gold,Leather,12,253
572,10,3,13,Ajanta Model 572,14965,20,3.9,Blue,Leather,24,34
573,8,1,2,Noise Model 573,2698,10,4.0,Green,Leather,36,264
574,4,3,14,Casio Model 574,15209,5,3.5,Green,Nylon,24,238
575,10,2,7,Ajanta Model 575,6435,10,4.4,Silver,Rubber,24,220
576,3,3,13,Fastrack Model 576,9505,5,4.5,Green,Metal,36,114
577,6,2,7,Fossil Model 577,18922,20,4.9,Silver,Metal,12,179
578,3,2,9,Fastrack Model 578,19434,0,4.8,Silver,Silicone,24,186
579,10,3,13,Ajanta Model 579,19140,0,4.5,Green,Rubber,12,73
580,4,3,14,Casio Model 580,8349,25,4.3,Brown,Metal,36,182
581,3,1,3,Fastrack Model 581,22324,5,3.5,Gold,Nylon,24,50
582,9,3,12,Fire-Boltt Model 582,3375,20,4.0,Gold,Metal,36,25
583,7,1,3,Boat Model 583,2599,10,4.0,Green,Metal,12,166
584,8,1,1,Noise Model 584,9744,10,4.7,Blue,Silicone,36,16
585,9,2,8,Fire-Boltt Model 585,19175,25,4.9,Brown,Silicone,36,209
586,11,1,5,Citizen Model 586,20131,15,4.8,Black,Leather,36,156
587,1,2,8,Titan Model 587,1912,15,3.8,Blue,Nylon,12,66
588,3,3,14,Fastrack Model 588,12162,0,3.9,Green,Rubber,24,37
589,10,1,5,Ajanta Model 589,17239,5,4.1,Gold,Silicone,12,154
590,4,1,1,Casio Model 590,10241,0,4.9,Brown,Leather,24,223
591,2,1,6,Sonata Model 591,10696,20,3.5,Blue,Leather,36,143
592,6,2,9,Fossil Model 592,15613,20,4.5,Green,Metal,24,88
593,10,1,4,Ajanta Model 593,17182,25,3.8,Black,Silicone,36,62
594,2,1,6,Sonata Model 594,15147,0,4.5,Gold,Leather,24,213
595,3,2,9,Fastrack Model 595,9234,0,4.7,Brown,Nylon,24,70
596,4,3,13,Casio Model 596,15036,20,4.5,Black,Silicone,24,179
597,9,2,9,Fire-Boltt Model 597,5845,10,3.8,Gold,Nylon,12,34
598,2,2,11,Sonata Model 598,12536,10,3.9,Silver,Rubber,12,55
599,3,1,3,Fastrack Model 599,7952,5,4.6,Green,Nylon,36,96
600,1,3,12,Titan Model 600,1511,20,4.7,Blue,Rubber,24,52
601,12,1,5,Maxima Model 601,10245,25,4.6,Silver,Leather,24,233
602,8,1,2,Noise Model 602,14943,10,3.5,Black,Leather,24,29
603,6,2,11,Fossil Model 603,13594,5,3.6,Green,Metal,36,215
604,7,3,13,Boat Model 604,3599,25,3.9,Black,Rubber,24,262
605,5,1,4,Timex Model 605,9230,5,4.9,Silver,Metal,12,73
606,8,2,9,Noise Model 606,4265,15,3.6,Brown,Metal,36,37
607,11,3,13,Citizen Model 607,5243,5,4.2,Brown,Rubber,12,294
608,1,3,15,Titan Model 608,6739,10,3.5,Blue,Rubber,24,13
609,6,1,2,Fossil Model 609,19251,5,4.0,Black,Leather,36,250
610,3,2,7,Fastrack Model 610,18302,0,4.2,Black,Nylon,24,101
611,4,2,7,Casio Model 611,22522,5,4.9,Silver,Rubber,12,201
612,2,3,12,Sonata Model 612,8102,0,3.6,Green,Nylon,24,41
613,2,1,4,Sonata Model 613,23670,0,4.2,Silver,Silicone,24,158
614,6,2,7,Fossil Model 614,6397,0,4.0,Gold,Rubber,24,57
615,3,1,1,Fastrack Model 615,19082,15,3.9,Green,Rubber,12,48
616,11,1,1,Citizen Model 616,4986,10,3.6,Silver,Silicone,24,221
617,12,3,12,Maxima Model 617,15141,5,3.9,Green,Nylon,24,266
618,3,2,10,Fastrack Model 618,12241,5,4.8,Green,Leather,36,111
619,3,3,13,Fastrack Model 619,12021,25,3.7,Brown,Nylon,36,208
620,12,3,14,Maxima Model 620,8157,20,4.9,Blue,Rubber,12,132
621,7,3,13,Boat Model 621,2747,15,3.6,Brown,Rubber,36,215
622,8,2,10,Noise Model 622,15401,10,4.8,Silver,Nylon,12,36
623,1,1,6,Titan Model 623,21442,20,4.7,Green,Leather,24,170
624,6,1,2,Fossil Model 624,13606,15,4.3,Blue,Rubber,24,54
625,2,2,9,Sonata Model 625,10871,25,4.6,Brown,Nylon,12,276
626,4,2,7,Casio Model 626,14320,15,4.8,Blue,Nylon,24,19
627,2,3,15,Sonata Model 627,832,0,4.3,Blue,Metal,36,171
628,6,1,5,Fossil Model 628,18426,0,4.9,Silver,Leather,36,267
629,10,3,13,Ajanta Model 629,17192,20,3.9,Green,Rubber,24,268
630,3,3,13,Fastrack Model 630,17999,15,3.9,Gold,Leather,12,50
631,3,1,1,Fastrack Model 631,5982,5,4.1,Gold,Rubber,36,15
632,3,1,1,Fastrack Model 632,16215,25,3.8,Black,Nylon,24,192
633,11,2,9,Citizen Model 633,17890,25,4.1,Green,Silicone,36,296
634,4,2,8,Casio Model 634,21298,10,4.3,Black,Rubber,36,172
635,1,1,1,Titan Model 635,5821,0,3.8,Blue,Silicone,36,194
636,7,3,12,Boat Model 636,22828,5,4.3,Gold,Rubber,36,88
637,5,3,12,Timex Model 637,24143,25,4.8,Gold,Silicone,24,239
638,5,1,6,Timex Model 638,18900,20,4.4,Green,Rubber,24,83
639,7,3,12,Boat Model 639,23065,10,4.8,Silver,Metal,12,88
640,11,3,13,Citizen Model 640,17002,20,4.6,Green,Silicone,36,38
641,2,3,14,Sonata Model 641,9750,25,4.1,Gold,Silicone,36,268
642,9,2,11,Fire-Boltt Model 642,5412,15,4.8,Brown,Silicone,24,67
643,5,2,8,Timex Model 643,3679,10,4.5,Blue,Rubber,12,249
644,12,2,9,Maxima Model 644,8731,20,3.6,Blue,Leather,36,204
645,1,2,11,Titan Model 645,9719,20,4.8,Gold,Nylon,12,266
646,6,1,1,Fossil Model 646,2705,0,4.0,Gold,Rubber,12,36
647,6,2,11,Fossil Model 647,11153,10,3.5,Black,Leather,36,276
648,2,3,13,Sonata Model 648,6466,20,4.2,Gold,Leather,12,116
649,3,2,9,Fastrack Model 649,12533,25,4.0,Brown,Nylon,36,218
650,11,3,12,Citizen Model 650,8564,0,4.0,Brown,Nylon,12,37
651,10,1,6,Ajanta Model 651,13226,25,4.6,Blue,Silicone,36,53
652,10,1,2,Ajanta Model 652,8504,20,4.8,Brown,Silicone,24,6
653,12,1,5,Maxima Model 653,18974,25,4.1,Blue,Rubber,12,294
654,8,2,10,Noise Model 654,11739,25,4.0,Silver,Leather,36,124
655,9,2,8,Fire-Boltt Model 655,7056,5,4.1,Gold,Leather,36,178
656,1,3,13,Titan Model 656,9550,25,4.7,Black,Metal,24,207
657,12,1,4,Maxima Model 657,5623,0,3.6,Silver,Nylon,12,12
658,6,3,14,Fossil Model 658,4488,0,4.3,Brown,Rubber,12,191
659,3,2,8,Fastrack Model 659,5520,20,4.6,Black,Silicone,24,95
660,5,3,12,Timex Model 660,2962,15,3.5,Brown,Silicone,24,89
661,5,3,13,Timex Model 661,23465,25,4.8,Blue,Metal,12,284
662,4,2,8,Casio Model 662,6965,25,4.1,Gold,Leather,36,255
663,8,1,2,Noise Model 663,15097,10,4.1,Gold,Silicone,24,214
664,11,2,10,Citizen Model 664,8037,5,4.0,Green,Rubber,24,267
665,4,2,8,Casio Model 665,5642,0,4.4,Gold,Rubber,36,97
666,8,2,10,Noise Model 666,7283,10,3.8,Blue,Leather,24,111
667,11,1,3,Citizen Model 667,21652,25,3.7,Blue,Silicone,36,154
668,3,3,13,Fastrack Model 668,2183,5,3.8,Gold,Metal,12,144
669,3,1,3,Fastrack Model 669,8303,25,4.2,Blue,Silicone,36,56
670,11,3,12,Citizen Model 670,14013,5,3.7,Green,Silicone,36,72
671,8,2,9,Noise Model 671,5423,5,4.3,Black,Rubber,24,89
672,6,2,8,Fossil Model 672,20168,0,4.5,Silver,Silicone,12,90
673,1,1,5,Titan Model 673,13721,0,3.5,Silver,Metal,24,185
674,2,1,4,Sonata Model 674,17881,25,3.5,Brown,Rubber,24,137
675,10,1,4,Ajanta Model 675,19868,25,4.2,Brown,Metal,36,89
676,8,3,14,Noise Model 676,6368,25,4.7,Blue,Metal,12,227
677,1,1,3,Titan Model 677,5306,10,3.9,Brown,Nylon,24,241
678,5,1,1,Timex Model 678,17576,15,4.2,Blue,Rubber,12,86
679,4,3,13,Casio Model 679,17669,10,4.1,Brown,Nylon,12,167
680,6,2,7,Fossil Model 680,6325,20,4.7,Gold,Rubber,36,54
681,1,1,6,Titan Model 681,12048,0,3.5,Gold,Nylon,12,189
682,2,1,3,Sonata Model 682,22532,0,4.5,Black,Metal,36,57
683,9,2,10,Fire-Boltt Model 683,2544,0,4.1,Black,Metal,12,200
684,11,1,2,Citizen Model 684,12561,20,4.7,Black,Rubber,12,260
685,2,2,10,Sonata Model 685,24513,0,3.9,Gold,Leather,12,185
686,1,1,1,Titan Model 686,15191,20,4.0,Green,Nylon,24,275
687,3,3,12,Fastrack Model 687,12643,0,4.4,Silver,Metal,24,225
688,9,2,11,Fire-Boltt Model 688,24914,20,3.7,Gold,Nylon,12,240
689,6,3,14,Fossil Model 689,876,20,4.4,Silver,Silicone,36,287
690,9,3,14,Fire-Boltt Model 690,18490,5,4.8,Black,Leather,12,273
691,12,2,8,Maxima Model 691,17600,25,4.1,Green,Silicone,36,194
692,4,2,11,Casio Model 692,3219,25,3.6,Blue,Silicone,36,170
693,6,1,1,Fossil Model 693,23740,15,3.9,Blue,Nylon,24,193
694,12,2,9,Maxima Model 694,17620,0,3.5,Blue,Silicone,24,46
695,12,2,8,Maxima Model 695,17372,0,4.9,Gold,Leather,36,16
696,8,1,2,Noise Model 696,15178,0,3.8,Gold,Leather,24,95
697,8,1,5,Noise Model 697,18216,0,4.9,Black,Metal,24,81
698,2,3,14,Sonata Model 698,22091,0,3.8,Black,Leather,24,291
699,8,1,2,Noise Model 699,7063,0,4.5,Green,Nylon,12,63
700,10,3,12,Ajanta Model 700,9443,25,4.3,Silver,Nylon,12,281
701,10,2,9,Ajanta Model 701,1355,5,3.8,Blue,Metal,12,180
702,7,2,9,Boat Model 702,11667,10,3.7,Brown,Nylon,24,88
703,10,3,12,Ajanta Model 703,20437,10,4.7,Green,Nylon,24,155
704,12,2,9,Maxima Model 704,17706,20,4.4,Gold,Leather,24,140
705,12,2,11,Maxima Model 705,15348,10,4.6,Blue,Metal,12,254
706,11,3,14,Citizen Model 706,2438,15,3.5,Blue,Metal,36,174
707,2,3,13,Sonata Model 707,23480,5,4.9,Gold,Nylon,12,45
708,6,1,6,Fossil Model 708,10212,20,4.6,Gold,Silicone,24,181
709,8,1,1,Noise Model 709,17508,10,3.8,Brown,Leather,36,85
710,2,2,8,Sonata Model 710,18922,0,4.8,Blue,Metal,24,286
711,11,3,15,Citizen Model 711,13459,0,3.8,Gold,Rubber,12,21
712,12,2,7,Maxima Model 712,14089,5,4.0,Black,Metal,12,63
713,3,2,11,Fastrack Model 713,10239,15,4.5,Green,Metal,36,187
714,5,2,10,Timex Model 714,4684,20,4.3,Brown,Leather,36,165
715,11,3,15,Citizen Model 715,23145,25,4.8,Silver,Nylon,12,86
716,12,3,13,Maxima Model 716,22590,20,4.0,Brown,Leather,12,42
717,6,3,12,Fossil Model 717,4792,5,4.6,Gold,Leather,36,98
718,4,1,6,Casio Model 718,22388,10,4.7,Black,Metal,12,299
719,1,3,13,Titan Model 719,14507,15,4.0,Gold,Silicone,12,278
720,1,2,9,Titan Model 720,4657,25,4.5,Black,Nylon,24,168
721,4,1,1,Casio Model 721,13782,25,4.5,Black,Metal,12,88
722,9,2,9,Fire-Boltt Model 722,21780,0,4.6,Brown,Metal,36,45
723,10,1,2,Ajanta Model 723,15227,20,4.7,Blue,Nylon,24,53
